,Synsets,domain,nrhypos,nrdirhypers,nrpartrels,depthfromtopsynset,glosslength,minwordlength,nroflemmas,polyscore_max,ngrams_last_mean,partrels_normalised,depthfromtopsynset_normalised_x,glosslength_normalised_x,All_CHILDES_mean_x,All_CHILDES_mean_log_x,CHILDES_sum_x,CHILDES_Sum_log_x,CHILDES_max_x,CHILDES_max_log_x,CHILDES_Rel_Mean,CHILDES_Rel_Sum,CHILDES_Rel_max,CHILDES_Rel_Mean_log,CHILDES_Rel_Sum_log,CHILDES_Rel_max_log,"CHILDES_per100,000",KBNC_mean_x,KBNC_mean_log_x,KBNC_Sum_x,KBNC_Sum_log_x,KBNC_max_x,KBNC_max_log_x,KBNC_Rel_Mean,KBNC_Rel_Sum,KBNC_Rel_max,KBNC_Rel_Mean_log,KBNC_Rel_Sum_log,KBNC_Rel_max_log,"KBNC_per100,000",CABNC_mean_x,CABNC_mean_log_x,CABNC_sum_x,CABNC_Sum_log_x,CABNC_max_x,CABNC_max_log_x,CABNC_Rel_Mean,CABNC_Rel_Sum,CABNC_Rel_max,CABNC_Rel_Mean_log,CABNC_Rel_Sum_log,CABNC_Rel_max_log,"CABNC_per100,000",BNC_mean_x,BNC_mean_log_x,BNC_sum_x,BNC_Sum_log_x,BNC_max_x,BNC_max_log_x,BNC_Rel_Mean,BNC_Rel_Sum,BNC_Rel_max,BNC_Rel_Mean_log,BNC_Rel_Sum_log,BNC_Rel_max_log,"BNC_per100,000",KBNC_appear
814,Synset('pantie.n.01'),garm,0,1,0,10,67,5,4,2,-13.91502223571182,0.0,1.052836052836053,1.1069991464455553,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,28.5,3.349904087274605,114.0,4.736198448394496,105.0,4.653960350157523,2.545141204880563e-07,1.0180564819522252e-06,9.37683601798102e-07,-15.183909519241311,-13.797615158121422,-13.879853256358397,0.1018056481952225,0
815,Synset('hot_pants.n.02'),garm,0,1,0,10,67,9,1,2,-17.043950319570815,0.0,1.052836052836053,1.1069991464455553,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,8.930320017124781e-19,8.930320017124781e-19,8.930320017124781e-19,-41.55966453645637,-41.55966453645637,-41.55966453645637,8.930320017124783e-14,0
816,Synset('bikini_pants.n.01'),garm,0,1,0,10,49,12,1,1,-19.979784383247527,0.0,1.052836052836053,0.8095963906840629,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,8.930320017124781e-19,8.930320017124781e-19,8.930320017124781e-19,-41.55966453645637,-41.55966453645637,-41.55966453645637,8.930320017124783e-14,0
817,Synset('pedal_pusher.n.01'),garm,0,1,0,9,59,12,2,1,-20.426798526900026,0.0,0.9475524475524476,0.974820143884892,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,8.930320017124781e-19,8.930320017124781e-19,8.930320017124781e-19,-41.55966453645637,-41.55966453645637,-41.55966453645637,8.930320017124783e-14,0
818,Synset('yashmak.n.01'),garm,0,1,0,9,34,7,2,1,-18.122553718185824,0.0,0.9475524475524476,0.5617607608828191,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,5.0,1.6094379124341005,5.0,1.6094379124341005,5.0,1.6094379124341005,4.465160008562392e-08,4.465160008562392e-08,4.465160008562392e-08,-16.924375694081817,-16.924375694081817,-16.924375694081817,0.0044651600085623,0
819,Synset('swimsuit.n.01'),garm,3,1,0,8,39,8,5,1,-15.744517495218377,0.0,0.8422688422688422,0.6443726374832337,3.0,1.0986122886681098,3.0,1.0986122886681098,3.0,1.0986122886681098,5.266676404166152e-07,5.266676404166152e-07,5.266676404166152e-07,-14.45669615070291,-14.45669615070291,-14.45669615070291,0.0526667640416615,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,10.0,2.302585092994046,10.0,2.302585092994046,10.0,2.302585092994046,4.146191391511585e-06,4.146191391511585e-06,4.146191391511585e-06,-12.393320382085244,-12.393320382085244,-12.393320382085244,0.4146191391511585,61.5,4.119037174812473,123.0,4.812184355372417,101.0,4.61512051684126,5.49214681053174e-07,1.098429362106348e-06,9.01962321729603e-07,-14.414776431703446,-13.7216292511435,-13.918693089674658,0.1098429362106348,0
820,Synset('churidars.n.01'),garm,0,1,0,9,93,9,1,1,-20.859591513478826,0.0,0.9475524475524476,1.5365809047677113,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,8.930320017124781e-19,8.930320017124781e-19,8.930320017124781e-19,-41.55966453645637,-41.55966453645637,-41.55966453645637,8.930320017124783e-14,0
821,Synset('trews.n.01'),garm,0,1,0,9,41,5,1,1,-16.985942500866695,0.0,0.9475524475524476,0.6774173881233996,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,12.0,2.4849066497880004,12.0,2.4849066497880004,12.0,2.4849066497880004,1.0716384020549737e-07,1.0716384020549737e-07,1.0716384020549737e-07,-16.04890695672792,-16.04890695672792,-16.04890695672792,0.0107163840205497,0
822,Synset('bvd.n.01'),garm,0,1,0,10,29,3,2,1,-18.07652479319219,0.0,1.052836052836053,0.4791488842824045,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,8.930320017124781e-19,8.930320017124781e-19,8.930320017124781e-19,-41.55966453645637,-41.55966453645637,-41.55966453645637,8.930320017124783e-14,0
823,Synset('breeches.n.01'),garm,4,1,1,9,30,8,5,2,-14.3636792762466,3.613333333333333,0.9475524475524476,0.4956712596024875,194.0,5.267858159063328,194.0,5.267858159063328,194.0,5.267858159063328,3.405784074694112e-05,3.405784074694112e-05,3.405784074694112e-05,-10.287450280307691,-10.287450280307691,-10.287450280307691,3.4057840746941115,17.5,2.862200880929469,35.0,3.555348061489413,23.0,3.1354942159291497,1.5968508276705962e-05,3.1937016553411924e-05,2.098718230652784e-05,-11.044892007945723,-10.35174482738578,-10.771598672946045,3.1937016553411923,35.0,3.555348061489413,35.0,3.555348061489413,35.0,3.555348061489413,1.4511669870290548e-05,1.4511669870290548e-05,1.4511669870290548e-05,-11.140557413589876,-11.140557413589876,-11.140557413589876,1.4511669870290549,176.0,5.170483995038151,528.0,6.269096283706261,332.0,5.805134968916488,1.5717363230139615e-06,4.715208969041885e-06,2.964866245685428e-06,-13.363329611477766,-12.264717322809656,-12.72867863759943,0.4715208969041884,1
824,Synset('stretch_pants.n.01'),garm,0,1,0,9,34,13,1,1,-17.729717318326784,0.0,0.9475524475524476,0.5617607608828191,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,8.930320017124781e-19,8.930320017124781e-19,8.930320017124781e-19,-41.55966453645637,-41.55966453645637,-41.55966453645637,8.930320017124783e-14,0
825,Synset('chino.n.01'),garm,0,1,1,9,30,5,1,2,-16.954652316204868,3.613333333333333,0.9475524475524476,0.4956712596024875,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,7.0,1.9459101490553128,7.0,1.9459101490553128,7.0,1.9459101490553128,6.251224011987347e-08,6.251224011987347e-08,6.251224011987347e-08,-16.587903457460605,-16.587903457460605,-16.587903457460605,0.0062512240119873,0
826,Synset('long_trousers.n.01'),garm,0,1,0,9,29,10,2,1,-16.54018658654976,0.0,0.9475524475524476,0.4791488842824045,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,8.930320017124781e-19,8.930320017124781e-19,8.930320017124781e-19,-41.55966453645637,-41.55966453645637,-41.55966453645637,8.930320017124783e-14,0
827,Synset('short_pants.n.01'),garm,3,1,0,9,38,6,3,7,-12.846945712431914,0.0,0.9475524475524476,0.6278502621631508,55.0,4.007333185232471,110.0,4.700480365792417,84.0,4.430816798843313,9.655573407637946e-06,1.931114681527589e-05,1.4746693931665225e-05,-11.54797525413855,-10.854828073578604,-11.124491640527706,1.931114681527589,15.5,2.740840023925201,31.0,3.4339872044851463,21.0,3.044522437723423,1.414353590222528e-05,2.828707180445056e-05,1.916220993204716e-05,-11.166252864949993,-10.473105684390047,-10.86257045115177,2.828707180445056,14.5,2.6741486494265287,29.0,3.367295829986474,22.0,3.091042453358316,6.011977517691799e-06,1.2023955035383598e-05,9.121621061325489e-06,-12.02175682565276,-11.328609645092817,-11.604863021720972,1.2023955035383598,522.0,6.257667587882639,1044.0,6.950814768442584,719.0,6.577861357721047,4.661627048939136e-06,9.323254097878272e-06,6.420900092312718e-06,-12.27614601863328,-11.582998838073332,-11.95595224879487,0.9323254097878272,1
828,Synset('bellbottom_trousers.n.01'),garm,0,1,0,9,96,12,3,1,-18.545171866586223,0.0,0.9475524475524476,1.5861480307279598,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,7.0,1.9459101490553128,7.0,1.9459101490553128,7.0,1.9459101490553128,6.251224011987347e-08,6.251224011987347e-08,6.251224011987347e-08,-16.587903457460605,-16.587903457460605,-16.587903457460605,0.0062512240119873,0
829,Synset('pantaloon.n.03'),garm,0,1,0,9,29,9,1,3,-16.59774043772985,0.0,0.9475524475524476,0.4791488842824045,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1.7555588013887174e-17,1.7555588013887174e-17,1.7555588013887174e-17,-38.58115936931148,-38.58115936931148,-38.58115936931148,1.7555588013887177e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,9.124861872403407e-17,9.124861872403407e-17,9.124861872403407e-17,-36.93294381881565,-36.93294381881565,-36.93294381881565,9.124861872403408e-12,1e-10,-23.025850929940457,1e-10,-23.025850929940457,1e-10,-23.025850929940457,4.146191391511586e-17,4.146191391511586e-17,4.146191391511586e-17,-37.72175640501975,-37.72175640501975,-37.72175640501975,4.146191391511586e-12,1.0,0.0,1.0,0.0,1.0,0.0,8.930320017124782e-09,8.930320017124782e-09,8.930320017124782e-09,-18.53381360651592,-18.53381360651592,-18.53381360651592,0.0008930320017124,0
830,Synset('petticoat.n.01'),garm,1,1,0,9,31,9,3,1,-14.881649381674553,0.0,0.9475524475524476,0.5121936349225704,5.0,1.6094379124341005,10.0,2.302585092994046,8.0,2.079441541679836,8.777794006943587e-07,1.755558801388717e-06,1.4044470411109735e-06,-13.94587052693692,-13.252723346376976,-13.475866897691184,0.1755558801388717,7.0,1.9459101490553128,7.0,1.9459101490553128,7.0,1.9459101490553128,6.3874033106823845e-06,6.3874033106823845e-06,6.3874033106823845e-06,-11.96118273981988,-11.96118273981988,-11.96118273981988,0.6387403310682385,1.0,0.0,1.0,0.0,1.0,0.0,4.146191391511585e-07,4.146191391511585e-07,4.146191391511585e-07,-14.69590547507929,-14.69590547507929,-14.69590547507929,0.0414619139151158,45.0,3.80666248977032,90.0,4.499809670330265,77.0,4.343805421853684,4.018644007706152e-07,8.037288015412303e-07,6.876346413186082e-07,-14.7271511167456,-14.034003936185654,-14.190008184662236,0.080372880154123,1
