,index,TotalCounts
1402,writing,271.0
1403,visit,71.0
1404,dead,235.0
1405,fair,186.0
1406,sweets,177.0
1407,records,15.0
1408,lend,20.0
1409,microphone,61.0
1410,trouble,183.0
1411,uses,26.0
1412,spare,47.0
1413,shows,35.0
1414,respond,6.0
1415,stick,923.0
1416,warn,8.0
1417,swear,14.0
1418,kisses,53.0
1419,aw,444.0
1420,kiss,768.0
1421,appreciate,12.0
1422,bye,996.0
1423,hiya,280.0
1424,Bizzy,1.0
1425,petal,54.0
1426,rung,6.0
1427,gonna,1638.0
1428,pale,10.0
1429,pet,331.0
1430,doctors,100.0
1431,Whiteabbey_Health_Centre,1.0
1432,cough,219.0
1433,yesterday,1045.0
1434,antibiotic,8.0
1435,vomiting,4.0
1436,catarrh,2.0
1437,bringing,143.0
1438,asked,267.0
1439,color,1924.0
1440,pillow,127.0
1441,balloons,190.0
1442,usual,30.0
1443,them's,29.0
1444,fringe,39.0
1445,hanging,79.0
1446,keeps,191.0
1447,pulling,395.0
1448,cuddle,498.0
1449,intrusion,1.0
1450,sixty,36.0
1451,woman's,9.0
1452,surprise,115.0
1453,weekend,135.0
1454,venetian,1.0
1455,blinds,24.0
1456,grew,86.0
1457,potatoes,70.0
1458,wild,55.0
1459,hose,57.0
1460,vertical,3.0
1461,machine,143.0
1462,fireman,92.0
1463,Sam,124.0
1464,noddies,1.0
1465,gimme,66.0
1466,suck,71.0
1467,tut,21.0
1468,stye,7.0
1469,conjunctivitis,3.0
1470,warm,463.0
1471,gave,438.0
1472,antibiotics,8.0
1473,syringe,10.0
1474,form,26.0
1475,upside,260.0
1476,milliliters,1.0
1477,chemist,23.0
1478,Sunday,202.0
1479,must've,56.0
1480,bottles,152.0
1481,taste,129.0
1482,pleasant,21.0
1483,kid,32.0
1484,giggling,11.0
1485,death's,2.0
1486,phoned,47.0
1487,prescription,17.0
1488,throat,67.0
1489,hedges,8.0
1490,tree,1377.0
1491,wonderful,64.0
1492,build,1256.0
1493,wall,476.0
1494,worth,40.0
1495,million,29.0
1496,pounds,224.0
1497,realized,25.0
1498,Hillview_Transmitter,1.0
1499,where'd,82.0
1500,across,196.0
1501,road,719.0
1502,wave,124.0
1503,serve,10.0
1504,falling,530.0
1505,amazing,58.0
1506,pick,967.0
1507,slippers,205.0
1508,Pingu,632.0
1509,amazes,1.0
1510,bun,116.0
1511,cheese,847.0
1512,tomato,553.0
1513,oops_a_daisy,70.0
1514,oh_dear,263.0
1515,oops,379.0
1516,hunkers,1.0
1517,provide,3.0
1518,chickens,179.0
1519,wish,99.0
1520,nah,47.0
1521,bread,713.0
1522,wanting,42.0
1523,Abbey_Centre,5.0
1524,coughed,3.0
1525,ach,290.0
1526,poor,1183.0
1527,seal,89.0
1528,wet,840.0
1529,nose,1557.0
1530,hitting,61.0
1531,fishing,99.0
1532,stayed,139.0
1533,snow,271.0
1534,plate,674.0
1535,knife,398.0
1536,fork,295.0
1537,nicest,10.0
1538,bobbles,25.0
1539,keeped,3.0
1540,hairdresser,27.0
1541,parted,2.0
1542,ponytails,8.0
1543,blue,3155.0
1544,help,1998.0
1545,face,1181.0
1546,eee,29.0
1547,kind_of,8.0
1548,grow,126.0
1549,length,22.0
1550,tie,325.0
1551,color's,673.0
1552,yellow,2146.0
1553,past,380.0
1554,pots,64.0
1555,we'd,235.0
1556,frying,29.0
1557,pan,203.0
1558,toaster,30.0
1559,cooked,94.0
1560,appointment,6.0
1561,badly,24.0
1562,dreadful,21.0
1563,difference,95.0
1564,Saturday's,1.0
1565,buggy,42.0
1566,fresh,39.0
1567,air,231.0
1568,potato,133.0
1569,oven,172.0
1570,heat,46.0
1571,spaghetti,177.0
1572,Bolognese,4.0
1573,Noddy's,35.0
1574,bowls,53.0
1575,unfortunately,28.0
1576,pound,241.0
1577,lady,1591.0
1578,chocolate,672.0
1579,thirty,148.0
1580,puts,119.0
1581,eggs,1048.0
1582,knives,55.0
1583,forks,63.0
1584,sink,106.0
1585,fork's,3.0
1586,dry,508.0
1587,cool,149.0
1588,dad,452.0
1589,fixing,88.0
1590,Jonsey,7.0
1591,chest,68.0
1592,shouted,33.0
1593,broke,672.0
1594,goed,15.0
1595,kick,436.0
1596,kicking,242.0
1597,Jonsey's,1.0
1598,he'd,228.0
1599,break,825.0
1600,ornaments,10.0
1601,delicious,156.0
1602,belly,103.0
1603,burning,41.0
1604,smoke,186.0
1605,banana,591.0
1606,cooking,240.0
1607,pot,244.0
1608,carrot,181.0
1609,green,2851.0
1610,pepper,199.0
1611,carrots,226.0
1612,corn,103.0
1613,cob,66.0
1614,fridge,254.0
1615,Fisher_Price,11.0
1616,sufficient,3.0
1617,car's,173.0
1618,most,160.0
1619,gentlest,1.0
1620,pace,2.0
1621,garage,649.0
1622,Stewart's,4.0
1623,groceries,13.0
1624,noise,1264.0
1625,petrol,245.0
1626,burp,56.0
1627,foot,722.0
1628,bubble,47.0
1629,gloss,2.0
1630,loosed,2.0
1631,pain,72.0
1632,jubbly,2.0
1633,toastie,1.0
1634,rubber,13.0
1635,tweezers,15.0
1636,tweeze,1.0
1637,piece,1096.0
1638,fingers,540.0
1639,anymore,295.0
1640,mother's,13.0
1641,twin,35.0
1642,Peggy,19.0
1643,Lurgan,1.0
1644,arranged,7.0
1645,families,11.0
1646,close,451.0
1647,totally,26.0
1648,beyond,7.0
1649,that'll,490.0
1650,band,53.0
1651,organized,37.0
1652,cups,149.0
1653,hire,2.0
1654,decide,47.0
1655,biggest,302.0
1656,decided,76.0
1657,law'll,1.0
1658,catering,2.0
1659,sandwiches,140.0
1660,major,6.0
1661,drinks,88.0
1662,anywhere,250.0
1663,bothered,107.0
1664,cheeky,305.0
1665,event,2.0
1666,Friday,238.0
1667,wine,93.0
1668,desire,1.0
1669,Khayber,1.0
1670,Indian,29.0
1671,complain,22.0
1672,service,25.0
1673,found,1150.0
1674,restaurants,6.0
1675,bold,28.0
1676,tied,57.0
1677,worried,73.0
1678,hour,140.0
1679,complainer,1.0
1680,sufferer,2.0
1681,my_goodness,144.0
1682,woke,75.0
1683,completely,33.0
1684,clears,3.0
1685,wedding,75.0
1686,dress,985.0
1687,flower,336.0
1688,brother's,49.0
1689,Scotland,40.0
1690,dreading,9.0
1691,shoot,92.0
1692,mummie'll,23.0
1693,living,74.0
1694,tip,443.0
1695,mucky,52.0
1696,field,674.0
1697,cross,475.0
1698,neighbor,12.0
1699,Thunderbird,1.0
1700,island,25.0
1701,middle,393.0
1702,Duplo,319.0
1703,spilled,31.0
1704,fact,116.0
1705,music,220.0
1706,coal,102.0
1707,daddies,23.0
1708,ya,248.0
1709,whistle,120.0
1710,lassie,1.0
1711,owns,19.0
1712,Jade,29.0
1713,Jade's,2.0
1714,Clinty's,1.0
1715,feeling,165.0
1716,heavy,445.0
1717,lump,67.0
1718,surprised,90.0
1719,straight,356.0
1720,knee,720.0
1721,grand,17.0
1722,happen,201.0
1723,lucky,190.0
1724,easy,256.0
1725,spilt,98.0
1726,dribble,41.0
1727,t_v,2.0
1728,Raggy_Dolls,5.0
1729,runned,24.0
1730,soon,590.0
1731,Rosey,2.0
1732,Jim,196.0
1733,shops,319.0
1734,knock,673.0
1735,castle,357.0
1736,Jim's,39.0
1737,ragdoll,5.0
1738,sits,112.0
1739,ragdolls,4.0
1740,McAteer,1.0
1741,lighter,13.0
1742,lit,15.0
1743,lighters,1.0
1744,glass,225.0
1745,delighted,16.0
1746,dining,115.0
1747,area,42.0
1748,rooms,18.0
1749,blocked,15.0
1750,solid,8.0
1751,bathrooms,5.0
1752,outskirts,1.0
1753,everywhere,229.0
1754,Abbeycentre's,3.0
1755,unit,19.0
1756,cupboard,192.0
1757,cushions,72.0
1758,covered,86.0
1759,rice,63.0
1760,Saturdays,8.0
1761,Tippex,1.0
1762,jaw,2.0
1763,disgusting,78.0
1764,pencil,159.0
1765,scour,1.0
1766,trust,16.0
1767,light,421.0
1768,Mondays,6.0
1769,Tuesdays,4.0
1770,Wednesdays,5.0
1771,wrecked,22.0
1772,desperate,19.0
1773,June,76.0
1774,missy,8.0
1775,stranded,3.0
1776,promised,14.0
1777,toast,632.0
1778,o,365.0
1779,perks,1.0
1780,cheerio,25.0
1781,rarely,6.0
1782,hope,302.0
1783,forward,104.0
1784,honey,123.0
1785,welcome,90.0
1786,what'll,63.0
1787,holiday,447.0
1788,hair's,70.0
1789,trip,54.0
1790,measured,11.0
1791,flowergirl,2.0
1792,forgot,239.0
1793,booked,23.0
1794,whereabouts,22.0
1795,Stewarton,2.0
1796,Glasgow,28.0
1797,staircase,4.0
1798,main,26.0
1799,pillars,4.0
1800,painted,59.0
1801,stripped,7.0
1802,believe,144.0
1803,toilet,371.0
1804,self,36.0
1805,asleep,700.0
1806,sleepy,169.0
1807,should've,37.0
1808,managing,17.0
1809,expecting,34.0
1810,congratulations,9.0
1811,reckon,75.0
1812,scan,25.0
1813,Wednesday,117.0
1814,clue,32.0
1815,weren't,553.0
1816,tool,40.0
1817,helping,181.0
1818,whoo,225.0
1819,order,78.0
1820,shock,35.0
1821,rushed,12.0
1822,nineteen,42.0
1823,fifteen,80.0
1824,system,19.0
1825,It's,5.0
1826,recording,27.0
1827,October,73.0
1828,sixth,10.0
1829,seventeenth,2.0
1830,August,76.0
1831,never_mind,61.0
1832,haircut,15.0
1833,baldy,4.0
1834,Bissy,1.0
1835,leaving,69.0
1836,nail,113.0
1837,worrying,12.0
1838,collecting,24.0
1839,hammer,293.0
1840,suspect,7.0
1841,hammering,25.0
1842,laughing,129.0
1843,darling,1401.0
1844,seventeen,30.0
1845,stone,81.0
1846,carried,35.0
1847,fluid,1.0
1848,might've,7.0
1849,check,140.0
1850,rings,147.0
1851,engagement,1.0
1852,afterwards,98.0
1853,stood,113.0
1854,nope,34.0
1855,Angela,15.0
1856,due,32.0
1857,noisy,313.0
1858,hammers,13.0
1859,dangerous,128.0
1860,tried,183.0
1861,aeroplane,368.0
1862,windy,119.0
1863,Easter,126.0
1864,as_if,79.0
1865,answer,78.0
1866,everything's,69.0
1867,stand,1386.0
1868,bogging,4.0
1869,duds,1.0
1870,sposta,674.0
1871,plane,356.0
1872,what'd,115.0
1873,Gallian,1.0
1874,fly,568.0
1875,Prestwick,1.0
1876,reason,56.0
1877,Jackson_Browne,15.0
1878,husband,61.0
1879,manage,151.0
1880,mums',1.0
1881,centres,6.0
1882,clothing,4.0
1883,apparently,67.0
1884,bargains,1.0
1885,unbelievable,4.0
1886,mad,154.0
1887,garland,1.0
1888,puffy,1.0
1889,sleeves,48.0
1890,pink,1146.0
1891,white,1219.0
1892,lace,21.0
1893,trims,1.0
1894,pins,15.0
1895,bows,14.0
1896,flowers,427.0
1897,slaughtered,2.0
1898,nineteenth,3.0
1899,hotel,70.0
1900,enjoying,57.0
1901,you_all,140.0
1902,kilt,1.0
1903,tour,4.0
1904,uncomfortable,17.0
1905,weight,33.0
1906,coping,4.0
1907,boom,148.0
1908,dies,9.0
1909,cards,250.0
1910,handy,45.0
1911,properly,563.0
1912,credit,12.0
1913,card,258.0
1914,visa,1.0
1915,swipe,4.0
1916,bob,7.0
1917,cash,13.0
1918,register,6.0
1919,camera,383.0
1920,photograph,111.0
1921,forget,240.0
1922,blood,72.0
1923,low,48.0
1924,felt,101.0
1925,spinning,50.0
1926,colds,5.0
1927,sores,2.0
1928,GP,3.0
1929,blood's,2.0
1930,normal,48.0
1931,fourteen,93.0
1932,vitamins,3.0
1933,minerals,1.0
1934,bath's,1.0
1935,relax,10.0
1936,hall,72.0
1937,aggravation,2.0
1938,lorry,667.0
1939,sat,288.0
1940,worked,43.0
1941,em,145.0
1942,free,47.0
1943,cleaning,138.0
1944,scratchcard,1.0
1945,win,108.0
1946,lottery,3.0
1947,chocolates,42.0
1948,England,33.0
1949,naw,73.0
1950,bouncy,236.0
1951,jumped,159.0
1952,climbed,153.0
1953,pushed,110.0
1954,aggravated,1.0
1955,pushing,221.0
1956,howled,2.0
1957,would've,29.0
1958,Uncle_Paul's,1.0
1959,dogs,292.0
1960,physically,3.0
1961,whistling,6.0
1962,booking,2.0
1963,extra,54.0
1964,ladder,236.0
1965,letter,356.0
1966,changes,12.0
1967,swinging,42.0
1968,mental,3.0
1969,hills,20.0
1970,drives,51.0
1971,anybody,268.0
1972,Blues_Brothers,1.0
1973,movie,7.0
1974,star,316.0
1975,Tiny,81.0
1976,ornament,4.0
1977,ahhah,1061.0
1978,serious,32.0
1979,arrange,14.0
1980,badge,82.0
1981,bathroom,108.0
1982,boggy,3.0
1983,bokey,4.0
1984,occupied,4.0
1985,skin,88.0
1986,could've,28.0
1987,matter,1344.0
1988,sheer,4.0
1989,nosiness,1.0
1990,toilets,16.0
1991,perfect,51.0
1992,charged,6.0
1993,mostly,28.0
1994,drilling,7.0
1995,sticking,164.0
1996,training,22.0
1997,Boots,13.0
1998,advice,2.0
1999,price,26.0
2000,laziness,2.0
2001,Pampers,5.0
2002,dumped,6.0
2003,sixteen,75.0
2004,odds,4.0
2005,Huggies,3.0
2006,soaked,12.0
2007,thick,74.0
2008,swore,3.0
2009,changed,136.0
2010,whoops,2027.0
2011,newborn,2.0
2012,highchair,59.0
2013,cause,378.0
2014,Moses,4.0
2015,basket,619.0
2016,clearing,12.0
2017,borrowed,13.0
2018,seat,258.0
2019,handle,83.0
2020,knows,160.0
2021,pregnant,35.0
2022,ground,153.0
2023,aunt,24.0
2024,charity,5.0
2025,helps,34.0
2026,Donegall_Road,1.0
2027,lent,14.0
2028,leggings,37.0
2029,state,26.0
2030,cost,57.0
2031,no_nos,4.0
2032,wipes,31.0
2033,drew,50.0
2034,natured,1.0
2035,draw,1718.0
2036,faces,61.0
2037,ugh,254.0
2038,cousin's,11.0
2039,intact,1.0
2040,mark,49.0
2041,balls,339.0
2042,shush,192.0
2043,progress,3.0
2044,dust,47.0
2045,houses,217.0
2046,graveyard,4.0
2047,closest,2.0
2048,roundabout,141.0
2049,built,110.0
2050,closer,36.0
2051,newer,5.0
2052,staircases,2.0
2053,sand,289.0
2054,wooden,35.0
2055,downstairs,448.0
2056,parquet,1.0
2057,paint,549.0
2058,slipping,24.0
2059,talked,21.0
2060,conservatory,2.0
2061,annoys,4.0
2062,site,48.0
2063,ripping,24.0
2064,doors,192.0
2065,kitchen's,13.0
2066,cheekiest,1.0
2067,world,70.0
2068,gladly,1.0
2069,Lorraine,2.0
2070,attention,46.0
2071,scream,83.0
2072,swing,258.0
2073,f,63.0
2074,oh_no,76.0
2075,ignored,4.0
2076,angel,71.0
2077,disgraced,2.0
2078,worse,69.0
2079,New_Year's_Day,1.0
2080,Christian,1.0
2081,sweat,6.0
2082,Peter's,101.0
2083,faults,6.0
2084,sorted,69.0
2085,batteries,43.0
2086,warning,13.0
2087,power,19.0
2088,crackle,3.0
2089,thirsty,113.0
2090,juice,1032.0
2091,Susan,25.0
2092,paddling,58.0
2093,sunny,85.0
2094,bursted,3.0
2095,life,154.0
2096,drinked,8.0
2097,perform,6.0
2098,demand,3.0
2099,studying,2.0
2100,lid,793.0
2101,straw,101.0
2102,photographs,56.0
2103,Andrena's,1.0
2104,nature,2.0
2105,teachers,30.0
2106,personality,9.0
2107,bubbly,37.0
2108,shy,63.0
2109,Barbara'll,1.0
2110,centre,37.0
2111,attraction,3.0
2112,mingled,1.0
2113,background,12.0
2114,school's,7.0
2115,wow,784.0
2116,Katie,116.0
2117,Kyle,28.0
2118,park,701.0
2119,missed,268.0
2120,jigsaw,490.0
2121,mum'll,4.0
2122,radio,74.0
2123,dentist,78.0
2124,stickers,190.0
2125,Barbie,180.0
2126,closed,150.0
2127,park's,3.0
2128,slipper,96.0
2129,shoe,437.0
2130,cardigan,46.0
2131,decorating,15.0
2132,carpet,317.0
2133,fella,33.0
2134,appeared,8.0
2135,rewired,1.0
2136,dark,462.0
2137,annoy,12.0
2138,Adam'll,3.0
2139,reminds,6.0
2140,bin,498.0
2141,pitter,3.0
2142,patter,6.0
2143,January,55.0
2144,//?,61.0
2145,trampoline,20.0
2146,oil,46.0
2147,dual,5.0
2148,runs,74.0
2149,central,8.0
2150,heating,14.0
2151,lighting,6.0
2152,oil's,2.0
2153,paying,48.0
2154,cheapest,3.0
2155,litres,1.0
2156,healthy,37.0
2157,bless,196.0
2158,enormous,14.0
2159,swole,3.0
2160,Marks_And_Spencers,6.0
2161,Granny_Sadie,4.0
2162,saves,13.0
2163,hassle,10.0
2164,coloring,283.0
2165,teacher,128.0
2166,Laura,32.0
2167,helpers,4.0
2168,Laura's,3.0
2169,wardrobe,61.0
2170,hon,1.0
2171,tracksuits,1.0
2172,legs,748.0
2173,least,71.0
2174,problems,41.0
2175,cleaned,80.0
2176,patterned,3.0
2177,dirt,71.0
2178,breathless,2.0
2179,stopped,269.0
2180,smoking,19.0
2181,advantage,2.0
2182,popping,14.0
2183,company,19.0
2184,offering,2.0
2185,redundancies,1.0
2186,boss,19.0
2187,claws,21.0
2188,somebody'll,4.0
2189,ordered,12.0
2190,list,60.0
2191,Rachel's,116.0
2192,Granny_Sadie's,3.0
2193,hopefully,18.0
2194,Silvercross,1.0
2195,Granny,268.0
2196,smaller,201.0
2197,skip,27.0
2198,Sugarpuffs,1.0
2199,Frosties,11.0
2200,Uncle_Paul,2.0
2201,pencils,76.0
2202,uptight,1.0
2203,aisle,4.0
2204,papers,25.0
2205,belonged,6.0
2206,punch,52.0
2207,barely,2.0
2208,fitted,18.0
2209,shorter,19.0
2210,month,126.0
2211,beforehand,9.0
2212,fitting,16.0
2213,hate,81.0
2214,attempting,1.0
2215,hill,163.0
2216,wees,17.0
2217,hiccups,69.0
2218,enlarged,1.0
2219,frame,80.0
2220,knitting,20.0
2221,needles,9.0
2222,knitter,1.0
2223,knit,19.0
2224,Arans,3.0
2225,save,123.0
2226,wool,48.0
2227,Littlewoods,4.0
2228,Aran,772.0
2229,acrylic,1.0
2230,washes,16.0
2231,hood,19.0
2232,collar,41.0
2233,collars,3.0
2234,notion,12.0
2235,sin,1.0
2236,sane,1.0
2237,blame,19.0
2238,someone,188.0
2239,hiccuppy,2.0
2240,nuisance,39.0
2241,drive,863.0
2242,awkward,39.0
2243,sweetheart,700.0
2244,Mickey,34.0
2245,mouse,383.0
2246,bird,407.0
2247,sea,293.0
2248,hiding,695.0
2249,colored,109.0
2250,nobody,292.0
2251,broken,1576.0
2252,soft,165.0
2253,sharpened,4.0
2254,sharpen,17.0
2255,bathe,7.0
2256,plughole,13.0
2257,nuts,124.0
2258,hoping,21.0
2259,temperament,3.0
2260,energy,14.0
2261,fight,176.0
2262,nighttime,66.0
2263,prompting,1.0
2264,stool,30.0
2265,during,76.0
2266,easily,62.0
2267,soaking,29.0
2268,mentioned,11.0
2269,hysterical,6.0
2270,fear,9.0
2271,accidents,10.0
2272,poop,5.0
2273,poos,23.0
2274,constipated,4.0
2275,hurting,111.0
2276,above,67.0
2277,visitor's,2.0
2278,extremely,6.0
2279,rude,60.0
2280,afraid,211.0
2281,hell,6.0
2282,everyday,31.0
2283,extreme,4.0
2284,Abbey,4.0
2285,sex,2.0
2286,care,75.0
2287,tenth,4.0
2288,November,57.0
2289,Hunchback,3.0
2290,ultrasound,1.0
2291,pregnancy,10.0
2292,film,61.0
2293,Toy_Story,28.0
2294,gunk,1.0
2295,knackered,17.0
2296,tough,36.0
2297,understandable,1.0
2298,culture,1.0
2299,sudden,18.0
2300,cow,1864.0
2301,choose,265.0
2302,prefer,42.0
2303,life's,1.0
2304,toughen,1.0
2305,Prague,2.0
2306,bliss,1.0
2307,buildings,10.0
2308,Newcastle,11.0
2309,Portrush,9.0
2310,circus,93.0
2311,Heathrow,4.0
2312,Airport,1.0
2313,luxury,10.0
2314,understand,145.0
2315,scrap,4.0
2316,photos,81.0
2317,ripped,81.0
2318,unusual,36.0
2319,tummy,694.0
2320,rain,348.0
2321,otherwise,280.0
2322,Monkstown_Community_School,1.0
2323,excellent,123.0
2324,educational,3.0
2325,Oatlands,18.0
2326,Brookvale,31.0
2327,chicken,911.0
2328,tonight,199.0
2329,chinese,15.0
2330,splendid,5.0
2331,situation,5.0
2332,in_between,30.0
2333,fortnight,21.0
2334,interesting,122.0
2335,grounded,1.0
2336,hindering,2.0
2337,pop,493.0
2338,homework,47.0
2339,cokey,1.0
2340,planning,6.0
2341,spoke,8.0
2342,righto,13.0
2343,oh_my_god,3.0
2344,moved,152.0
2345,third,49.0
2346,tasty,176.0
2347,depends,27.0
2348,process,7.0
2349,carton,9.0
2350,cafe's,3.0
2351,fortune,5.0
2352,dearer,3.0
2353,rest,508.0
2354,sturdier,1.0
2355,played,272.0
2356,pans,41.0
2357,plates,141.0
2358,utensil,1.0
2359,fold,77.0
2360,freezer,48.0
2361,inclined,3.0
2362,lines,72.0
2363,Toymaster,1.0
2364,catalogue,14.0
2365,ours,77.0
2366,beep,411.0
2367,fruit,252.0
2368,fat,278.0
2369,mine's,214.0
2370,creamy,15.0
2371,stripy,59.0
2372,partial,4.0
2373,wondering,41.0
2374,Honey_Nut_Loops,2.0
2375,butter,155.0
2376,jam,232.0
2377,toasty,11.0
2378,kite,246.0
2379,blowed,7.0
2380,sky,465.0
2381,flied,11.0
2382,wind,388.0
2383,blew,95.0
2384,blows,33.0
2385,ruined,15.0
2386,blooming,17.0
2387,drop,381.0
2388,bar,63.0
2389,puzzle,352.0
2390,thread,59.0
2391,elastic,34.0
2392,coat,474.0
2393,button,279.0
2394,ignorant,4.0
2395,belong,78.0
2396,Tom,191.0
2397,recently,33.0
2398,taping,33.0
2399,cute,37.0
2400,quid,14.0
2401,each,245.0
2402,Tiny's,10.0
2403,paid,68.0
2404,Toytown,7.0
2405,per,10.0
2406,cent,3.0
2407,store,29.0
2408,may,151.0
2409,Tots,29.0
2410,tying,14.0
2411,sun,378.0
2412,wheelbarrow,74.0
2413,Tilly's,13.0
2414,knocked,288.0
2415,modest,2.0
2416,creature,31.0
2417,Tom's,17.0
2418,tracksuit,6.0
2419,nighties,5.0
2420,jammies,10.0
2421,eye,509.0
2422,wrecking,33.0
2423,window,783.0
2424,wait'll,33.0
2425,taped,10.0
2426,wrap,109.0
2427,carry,388.0
2428,jumpers,15.0
2429,it'd,68.0
2430,Sharon,18.0
2431,Postman_Pat,395.0
2432,Father_Ted,3.0
2433,advertisement,6.0
2434,feck,1.0
2435,arse,1.0
2436,cuppa,10.0
2437,tellie,241.0
2438,die,50.0
2439,Monster_Munch,1.0
2440,jacket,70.0
2441,tear,36.0
2442,adult,8.0
2443,certain,27.0
2444,personalized,1.0
2445,c_d,27.0
2446,brings,50.0
2447,upstairs,690.0
2448,refilling,1.0
2449,fudge,8.0
2450,kind,461.0
2451,Home_Stores,3.0
2452,they'd,130.0
2453,Crunchie,1.0
2454,coalman,3.0
2455,business,21.0
2456,sickness,3.0
2457,stomach,22.0
2458,bugs,43.0
2459,bug,22.0
2460,sinuses,4.0
2461,Newtownabbey,5.0
2462,Billy,75.0
2463,present,310.0
2464,catch,675.0
2465,harder,95.0
2466,force,19.0
2467,chittering,3.0
2468,pinching,27.0
2469,shirt,193.0
2470,Goldilocks_And_The_Three_Bears,3.0
2471,Fudges,1.0
2472,dumpers,11.0
2473,tearing,5.0
2474,pages,84.0
2475,digger,491.0
2476,tunnel,727.0
2477,Wheel_Loader,1.0
2478,sniffly,2.0
2479,tears,42.0
2480,tripping,7.0
2481,strongest,2.0
2482,theirs,14.0
