,Term,RawCounts
14059,14,22
14060,classroom,29
14061,overtime,2
14062,trundled,2
14063,intimidate,1
14064,probation,1
14065,fewer,3
14066,bristles,4
14067,erected,4
14068,blackboard,15
14069,granted,6
14070,repressed,2
14071,daintily,3
14072,sparkled,2
14073,whiter,2
14074,academic,1
14075,prowess,1
14076,whit,1
14077,sketched,1
14078,embellishing,1
14079,arabesques,1
14080,curlicues,1
14081,imitate,2
14082,mystic,1
14083,outlines,1
14084,sputtered,3
14085,squeak,8
14086,slovenly,1
14087,scrawls,1
14088,gasps,4
14089,tutor,12
14090,commanded,2
14091,fractionally,1
14092,tensed,7
14093,alphabet,10
14094,replacing,1
14095,tutting,1
14096,superfluous,3
14097,horizontal,15
14098,prank,1
14099,desired,4
14100,positively,7
14101,impeccable,1
14102,frost-shocked,1
14103,incensed,1
14104,chit,1
14105,smother,3
14106,educated,1
14107,clapped,9
14108,confines,1
14109,labouring,1
14110,puts,14
14111,mightily,2
14112,relevant,4
14113,chalk-dust,1
14114,comprehensible,1
14115,PLEASE,4
14116,assistance,5
14117,educational,4
14118,THINK,5
14119,MR,5
14120,HARKER,2
14121,IS,15
14122,MY,9
14123,FA,1
14124,rally,5
14125,Shrugging,2
14126,mustered,1
14127,slimmer,1
14128,FATHER,1
14129,wealthy,4
14130,swayed,5
14131,schoolteacher,1
14132,thickened,1
14133,goggled,1
14134,Impaled,1
14135,flapped,10
14136,C.,4
14137,painstaking,1
14138,flounced,2
14139,C,19
14140,acutely,3
14141,screech,7
14142,horrendous,4
14143,scythe,1
14144,Mortified,1
14145,Education,4
14146,Bloody,7
14147,easel,1
14148,shrilly,1
14149,states,3
14150,'uns,6
14151,Scratching,1
14152,housekeeping,3
14153,hectoring,3
14154,soles,1
14155,earthquake,4
14156,surplus,1
14157,population,10
14158,infested,2
14159,quoting,3
14160,babes,4
14161,snort,7
14162,detonation,1
14163,sufficient,5
14164,derisory,1
14165,dreamily,7
14166,venom,6
14167,Fear,10
14168,scrounger,1
14169,Drowning,1
14170,cowered,3
14171,eternity,3
14172,Rigid,1
14173,vomit,2
14174,linking,1
14175,goldfish,3
14176,evade,1
14177,vigilance,1
14178,wizened,3
14179,Weeping,1
14180,females,6
14181,dries,2
14182,Remarkably,1
14183,kindness,25
14184,floodgates,1
14185,received,19
14186,relic,2
14187,blessed,8
14188,brats,3
14189,drink-swilling,1
14190,layabout,1
14191,had-all,1
14192,Chivalry,1
14193,bosom,4
14194,liberal,3
14195,ideals,3
14196,Unaware,2
14197,15,24
14198,approaching,15
14199,meagre,4
14200,permitted,2
14201,swamp,13
14202,refusal,2
14203,clarify,2
14204,Mighty,2
14205,Typical,2
14206,Luck,3
14207,rash,1
14208,measles,4
14209,volunteers,3
14210,quarantine,1
14211,female,17
14212,assault,3
14213,affirmed,1
14214,three-quarter,1
14215,ivory,6
14216,sphinx,1
14217,purring,6
14218,tonsils,2
14219,fled,22
14220,water-wheel,1
14221,rustic,2
14222,inset,1
14223,decaying,1
14224,OW,2
14225,Shhh,4
14226,beckoning,4
14227,starlit,1
14228,boughs,3
14229,moonstruck,1
14230,suds,1
14231,lapwings,1
14232,metallic,3
14233,spirals,2
14234,rigidly,1
14235,Seen,5
14236,imposing,5
14237,coronet,1
14238,rival,4
14239,rowing,8
14240,symbols,13
14241,wealth,6
14242,fabulous,4
14243,blooms,3
14244,variant,1
14245,imaginable,3
14246,signalled,9
14247,waxen,2
14248,Candle,2
14249,Basement,1
14250,kitchens,4
14251,Wonder,1
14252,feast,12
14253,appreciatively,3
14254,Stick,7
14255,judging,3
14256,intervening,1
14257,spiders,10
14258,bunching,1
14259,turnings,1
14260,squeaked,13
14261,ascending,2
14262,vases,3
14263,legged,4
14264,passageway,3
14265,rind,3
14266,inward,3
14267,proportions,3
14268,wonderfully,8
14269,canopied,1
14270,suffocatingly,1
14271,hearth,11
14272,Carpets,2
14273,underfoot,2
14274,starlight,1
14275,drifts,2
14276,obscured,1
14277,Absent-mindedly,1
14278,palest,2
14279,unnaturally,3
14280,sleep-creased,1
14281,puffiness,1
14282,gush,3
14283,Greedy,3
14284,16,24
14285,harmed,1
14286,curls,11
14287,Arthur,7
14288,pupil,20
14289,Tyger,2
14290,oaken,2
14291,moonlit,2
14292,Reckon,7
14293,conclusion,3
14294,spared,4
14295,aloft,4
14296,vengeful,1
14297,flaring,1
14298,tracked,2
14299,trembly,3
14300,caution,4
14301,realizing,6
14302,quartered,1
14303,elsewhere,8
14304,convictions,3
14305,uncomprehending,1
14306,arrant,1
14307,Desperation,1
14308,overcame,6
14309,diplomacy,1
14310,mum,33
14311,repellent,2
14312,Sentimental,2
14313,value,36
14314,ironworks,1
14315,Ironworks,1
14316,villages,13
14317,housemaids,1
14318,liaisons,1
14319,inexplicably,2
14320,fuchsia,1
14321,offspring,5
14322,remarried,1
14323,unwarranted,1
14324,intrusion,3
14325,consciences,1
14326,winced,6
14327,notices,2
14328,funerary,1
14329,urns,1
14330,trekked,1
14331,moon-grey,1
14332,peacock-shaped,1
14333,impassively,1
14334,beaks,2
14335,lofty,1
14336,gargoyle,1
14337,cathedral,3
14338,hiccupping,1
14339,saliva,2
14340,drumsticks,1
14341,munched,2
14342,avidly,1
14343,Nuts,1
14344,hunk,1
14345,accounted,2
14346,bulges,1
14347,treats,4
14348,anchor,2
14349,moon-silvered,1
14350,sway,2
14351,lumber,2
14352,smirked,1
14353,superior,6
14354,smirk,4
14355,Guess,2
14356,ell,1
14357,wears,12
14358,pours,1
14359,downs,5
14360,declamatory,1
14361,actor,23
14362,debt,6
14363,kinsmen,1
14364,thee,94
14365,Romeo,3
14366,Juliet,3
14367,unison,4
14368,booed,1
14369,17,14
14370,judged,8
14371,provides,3
14372,mutinous,1
14373,noticeboard,1
14374,WHAT,11
14375,Easy,6
14376,brightening,2
14377,defensively,3
14378,bravely,9
14379,Secretly,3
14380,vowed,3
14381,humanize,1
14382,infrequent,2
14383,departure,5
14384,increase,8
14385,nursing,7
14386,baiting,2
14387,opposites,1
14388,dislike,6
14389,infuriate,1
14390,Factory,4
14391,Commission,4
14392,Investigating,1
14393,mills,1
14394,miseryguts,1
14395,simplicity,3
14396,hatched,4
14397,conditions,4
14398,Supposing,7
14399,loading,2
14400,secreted,1
14401,Liverpool,4
14402,privately,10
14403,Preliminary,1
14404,Investigations,1
14405,overjoyed,5
14406,troublemakers,1
14407,privileged,2
14408,whitewashing,1
14409,unhealthy,1
14410,warty,1
14411,belch,4
14412,greatly,7
14413,astray,2
14414,excessive,4
14415,overworked,1
14416,medical,5
14417,intermission,1
14418,jotted,1
14419,cramped,9
14420,qualified,1
14421,physician,3
14422,injurious,2
14423,port,15
14424,76,1
14425,degrees,14
14426,refreshing,2
14427,particles,2
14428,snuff,5
14429,cannon,4
14430,precautions,2
14431,niggled,1
14432,rhinoceros,3
14433,Spitting,1
14434,expectoration,1
14435,slighter,1
14436,degree,5
14437,beneficial,1
14438,AH,1
14439,array,3
14440,deformities,1
14441,flabby,2
14442,composing,5
14443,scientific,5
14444,journal,1
14445,professorship,1
14446,Hmmm,4
14447,calliper,1
14448,invention,2
14449,procedure,2
14450,Tavistock,1
14451,respected,3
14452,Harley,1
14453,practitioner,1
14454,jowls,1
14455,surveyed,8
14456,handiwork,2
14457,irons,4
14458,pipecleaner,1
14459,scoundrel,1
14460,apparatus,1
14461,guarantee,2
14462,polka,1
14463,brutal,2
14464,dubiously,2
14465,Fresh,4
14466,Exercise,9
14467,Persevere,1
14468,tendons,1
14469,condescendingly,1
14470,hostelry,1
14471,purchase,3
14472,exhausting,3
14473,prescribe,1
14474,tonic,6
14475,darkly,6
14476,twenty-eight,5
14477,18,23
14478,November,8
14479,kipped,1
14480,complaints,3
14481,scavenger,2
14482,piecer,1
14483,Fastest,1
14484,handicap,3
14485,patently,1
14486,untrue,3
14487,bulldog,1
14488,Growing,2
14489,loathsome,2
14490,wretchedness,1
14491,devouring,6
14492,entertain,8
14493,watery,5
14494,lung,4
14495,curdler,1
14496,kindle,1
14497,singled,1
14498,chorus,7
14499,HEY,1
14500,LOOK,3
14501,littlest,4
14502,novelty,3
14503,assorted,3
14504,donated,1
14505,charitable,2
14506,organization,3
14507,Goose,1
14508,slavered,1
14509,Beer,1
14510,fund,5
14511,troubles,10
14512,cheering,13
14513,scabby,2
14514,Looked,1
14515,fuller,1
14516,Gon,1
14517,Cheating,1
14518,Happens,1
14519,Daffley,1
14520,Mill,1
14521,bankrupt,4
14522,auctioned,1
14523,mines,5
14524,Bartholemew,1
14525,Burton,3
14526,ants,7
14527,bull,8
14528,upbraided,2
14529,cowardice,2
14530,package,4
14531,approbation,1
14532,objections,3
14533,quashed,1
14534,bashed,1
14535,blustered,1
14536,gnawing,2
14537,Gloom,2
14538,levered,4
14539,gruelling,1
14540,Conscience,1
14541,Nellie,15
14542,stair,16
14543,scoops,1
14544,accusing,3
14545,bluster,2
14546,gambled,5
14547,bluffed,1
14548,pud,1
14549,realities,3
14550,doubling,1
14551,Captain,179
14552,Pugwash,33
14553,retires,1
14554,active,1
14555,piracy,3
14556,Huge,13
14557,Reward,12
14558,villainy,1
14559,lurk,1
14560,Sinkport,12
14561,await,2
14562,seafaring,1
14563,excitements,1
14564,muggings,1
14565,back-streets,1
14566,alleys,1
14567,election,4
14568,bribery,1
14569,corruption,2
14570,citizens,9
14571,boat-building,1
14572,Grand,6
14573,Quay,2
14574,Mate,13
14575,Barnabas,11
14576,Willy,11
14577,cabin,22
14578,attracted,6
14579,gangplank,4
14580,infamous,2
14581,arch-enemy,1
14582,Cut-throat,9
14583,Jake,23
14584,Caribbean,3
14585,retire,7
14586,crowning,2
14587,buccaneering,1
14588,seasick,1
14589,o',17
14590,Pirate,3
14591,Barmaid,3
14592,Kinda,1
14593,ennit,1
14594,'ere,4
14595,Us,3
14596,wearin',1
14597,goin',33
14598,Shame,4
14599,fussin',1
14600,mundane,1
14601,grandly,1
14602,Werry,1
14603,hist,1
14604,ical,1
14605,Inn,6
14606,rebuilt,2
14607,1420,1
14608,pirates,13
14609,Mutton,14
14610,grandest,2
14611,dwelling,3
14612,Witchball,5
14613,Clarabel,12
14614,Jolly,5
14615,Jailor,1
14616,fortified,2
14617,Baddie,9
14618,Pump,2
14619,Turkeycock,1
14620,Sand,3
14621,Soap,1
14622,Least,4
14623,proclaimed,2
14624,elected,8
14625,appointed,3
14626,Jas,1
14627,Esquire,2
14628,Parson,3
14629,Solomon,1
14630,Slype,2
14631,DD,1
14632,Dragoons,9
14633,Commander,72
14634,Colonel,10
14635,Stodge,1
14636,Braggart-Blodge,1
14637,Jailer,4
14638,Master,37
14639,Dreadlock,2
14640,Doom,3
14641,Clerk,7
14642,Saml,1
14643,Slipshod,5
14644,HUGE,1
14645,REWARD,1
14646,"£10,000",1
14647,HIS,6
14648,GRACIOUS,1
14649,MAJESTY,1
14650,KING,4
14651,NOTORIOUS,1
14652,BANDS,1
14653,SMUGGLERS,1
14654,trafficking,1
14655,Coasts,1
14656,heinous,2
14657,crimes,4
14658,necessity,1
14659,activities,27
14660,ALL,9
14661,ARE,5
14662,INVITED,1
14663,convicted,2
14664,Miscreants,1
14665,Pickpockets,1
14666,Footpads,1
14667,Pirates,1
14668,etc,13
14669,coupled,2
14670,pickpockets,1
14671,footpads,1
14672,Cap'n,34
14673,smugglers,4
14674,wot,5
14675,'eard,1
14676,devise,1
14677,greed,8
14678,proverbial,1
14679,entourage,1
14680,adventurer,1
14681,Pray,11
14682,wishes,7
14683,unctuously,1
14684,appears,10
14685,buccaneer,1
14686,villainous,1
14687,eye-patch,1
14688,beard,24
14689,personally,11
14690,arrests,1
14691,Bodge,1
14692,rendezvous,1
14693,supervise,1
14694,Au,2
14695,revoir,2
14696,arch-smuggler,1
14697,receive,15
14698,contraband,3
14699,liquor,4
14700,Merely,2
14701,Ar,1
14702,an',34
14703,lolly,4
14704,worshipful,1
14705,plague,2
14706,smuggling,4
14707,unsavoury,1
14708,loyal,2
14709,stationed,2
14710,awaits,1
14711,enterprise,2
14712,Tottering,1
14713,Turtles,1
14714,tremendous,11
14715,Money,6
14716,MONEY,3
14717,blackguard,1
14718,DANGER,16
14719,hearties,2
14720,Whatsername,1
14721,evil-looking,1
14722,alleyway,3
14723,eyepatch,1
14724,Catgut,4
14725,Alley,4
14726,Nephew,2
14727,elephant,13
14728,well-built,1
14729,troublesome,2
14730,inn,9
14731,pickins,1
14732,'andsomes,1
14733,'imself,1
14734,'ud,13
14735,Rocks,2
14736,A-haarr-h,1
14737,slap-up,1
14738,Colly-wobbles,1
14739,lobster,5
14740,nap,6
14741,hill-top,1
14742,Gingarden,1
14743,Owls,3
14744,bats,5
14745,rocky,11
14746,shore,31
14747,Hide,5
14748,hinder,1
14749,lapping,1
14750,Shh,3
14751,Minutes,5
14752,oars,5
14753,m-m-must,1
14754,misty,8
14755,barrels,14
14756,gang,7
14757,N-now,1
14758,TRAPPED,1
14759,VERY,3
14760,ACT,1
14761,ARREST,1
14762,THOSE,1
14763,NAME,3
14764,fellows,3
14765,incriminating,1
14766,cocking,1
14767,vulgar,5
14768,snook,1
14769,Dragoon,2
14770,Stuttering,1
14771,Starfish,1
14772,miscreants,2
14773,drinkers,1
14774,lantern-lit,1
14775,procession,11
14776,self-satisfaction,1
14777,apiece,1
14778,ushered,6
14779,captives,1
14780,guards,38
14781,Worship,1
14782,Permit,1
14783,deliver,8
14784,smuggler,2
14785,accomplices,1
14786,jailer,4
14787,guffaw,2
14788,enemies,15
14789,transferring,1
14790,attentions,1
14791,importing,1
14792,Realm,1
14793,B-but,4
14794,m-monstrous,1
14795,iniquitous,2
14796,Magistrate,1
14797,declare,5
14798,Court,6
14799,Law,20
14800,jury,11
14801,foreman,2
14802,witnesses,2
14803,obligingly,1
14804,accused,11
14805,jokin',1
14806,o'course,1
14807,wig,10
14808,Horatio,2
14809,ruffianly,1
14810,abominable,2
14811,Gallows,1
14812,Marsh,7
14813,riddance,2
14814,claiming,4
14815,finances,2
14816,needless,1
14817,Wot,15
14818,'as,2
14819,rigged,2
14820,beardy,1
14821,accomplice,1
14822,Aunty,12
14823,graveyard,22
14824,nuffin',1
14825,fortunes,1
14826,retirement,1
14827,condemned,3
14828,criminals,2
14829,glove,1
14830,farce,2
14831,staged,1
14832,evildoers,1
14833,supportin',1
14834,lor'n'order,1
14835,'earty,1
14836,SHH,1
14837,grunting,4
14838,Stand,23
14839,buryin',1
14840,'ear,1
14841,some'un,1
14842,comin',9
14843,quay,10
14844,scores,6
14845,'ee,5
14846,'is,2
14847,cumuppance,1
14848,Follow,10
14849,tombstones,1
14850,whoops,2
14851,yells,1
14852,derision,2
14853,arrivals,3
14854,fuddled,1
14855,Armed,1
14856,opponents,1
14857,contest,4
14858,rolling-pin,2
14859,jailhouse,1
14860,dungeons,2
14861,followers,3
14862,mainsail,1
14863,uncomfortably,9
14864,Steering,1
14865,notoriously,1
14866,rapidly,10
14867,'ang,1
14868,Fabulous,2
14869,fortune,13
14870,re-capture,1
14871,Rowed,1
14872,broadly,5
14873,mornin',3
14874,An',2
14875,bein',6
14876,'eld,1
14877,'appy,1
14878,A-and,1
14879,Yours,5
14880,askin',2
14881,huger,1
14882,charges,1
14883,smugglin',1
14884,w-what,1
14885,W-wo,1
14886,retorted,9
14887,Fortunes,1
14888,contemplated,4
14889,Ryan,2
14890,best-known,1
14891,Lettice,1
14892,Leefe,1
14893,Midge,1
14894,Prancelot,1
14895,Cardinal,1
14896,Grotti,1
14897,Herald,1
14898,Married,1
14899,grandchildren,1
14900,Rye,1
14901,Sussex,3
14902,picture-books,1
14903,Eagle,4
14904,1950,1
14905,cartoon,1
14906,portrait,3
14907,Academy,4
14908,adventures,14
14909,resembles,1
14910,coastal,1
14911,best-loved,1
14912,ONE,4
14913,Endill,514
14914,Swift,16
14915,Duntinnie,1
14916,Gibbet,8
14917,No-one,15
14918,explore,19
14919,ornaments,6
14920,grandfather,66
14921,trips,6
14922,continent,5
14923,Vases,1
14924,pebbles,9
14925,weavings,1
14926,carvings,2
14927,no-one,35
14928,mould,12
14929,insects,17
14930,adventurous,9
14931,screwdriver,7
14932,laundry,1
14933,marvellous,33
14934,soups,3
14935,tastiest,1
14936,summertime,1
14937,weed,14
14938,tend,6
14939,carrot,9
14940,imported,1
14941,thumps,2
14942,dining,11
14943,Frightened,1
14944,hottest,2
14945,Often,10
14946,lapels,3
14947,doddering,2
14948,Slip,3
14949,Confused,1
14950,roamed,3
14951,unscrewing,2
14952,ninth,2
14953,SCHOOL,4
14954,reappear,5
14955,Natchet,2
14956,Unfortunately,16
14957,anymore,5
14958,mountains,23
14959,Cornelius,9
14960,baboon,1
14961,fleas,5
14962,Armadail,1
14963,preparations,4
14964,saucepan,12
14965,McDoodle,4
14966,carts,4
14967,Moorloch,1
14968,loudest,5
14969,alright,10
14970,reins,17
14971,TWO,3
14972,Arriving,3
14973,puffy,6
14974,bridges,1
14975,matchsticks,2
14976,weaved,1
14977,lowland,1
14978,chugged,1
14979,lochs,1
14980,erased,1
14981,WE,4
14982,'LL,2
14983,SOON,1
14984,AT,20
14985,PRAIL,1
14986,milkcrates,2
14987,ENDILL,1
14988,butler,4
14989,exposing,2
14990,ticking,3
14991,Late,6
14992,treading,5
14993,Tock,57
14994,populated,1
14995,waterproofs,1
14996,magnet,2
14997,hailer,3
14998,Headmaster,155
14999,Boats,1
15000,scarce,6
15001,matchbox,1
15002,towers,10
15003,turrets,2
15004,spires,2
15005,mainland,12
15006,twilight,6
15007,cogs,5
15008,dangerous-looking,1
15009,Needs,5
15010,oddest,2
15011,Transport,1
15012,machinery,8
15013,Made,9
15014,Primitive,1
15015,transport,6
15016,cheaper,4
15017,wastes,1
15018,gushing,5
15019,frothing,4
15020,comforts,2
15021,tingle,2
15022,shovel,6
15023,cowering,2
15024,robe,8
15025,gusty,4
15026,cells,6
15027,Welcome,8
15028,Epitaph,1
15029,drags,3
15030,robes,8
15031,Mould,108
15032,springs,8
15033,tatters,3
15034,unconscious,6
15035,leering,2
15036,Bouncing,1
15037,BOUNCING,1
15038,bounces,1
15039,BUTS,1
15040,MAYBES,1
15041,IFS,1
15042,OR,5
15043,BECAUSES,1
15044,Return,2
15045,handshakes,1
15046,Imagine,15
15047,'Trying,1
15048,largest,23
15049,Talking,4
15050,banned,2
15051,creaks,1
15052,THREE,2
15053,Picture,1
15054,founder,2
15055,TRUEST,1
15056,LIKENESS,1
15057,OF,19
15058,FOUNDER,1
15059,EPITAPH,1
15060,MAY,2
15061,HE,5
15062,DAY,7
15063,FOUND,1
15064,Found,6
15065,travels,9
15066,Signing,1
15067,column,7
15068,Entered,2
15069,smoky,1
15070,Surprisingly,3
15071,Signposts,1
15072,signposts,2
15073,pastime,3
15074,mischievous,1
15075,thirty-six,2
15076,GOING,3
15077,inventing,3
15078,entrances,2
15079,spiral,6
15080,straps,4
15081,time-consuming,1
15082,motorbike,12
15083,zoomed,1
15084,clouding,1
15085,toot,3
15086,squeaky,2
15087,thoroughly,7
15088,'Some,1
15089,dormitories,7
15090,weeds,15
15091,Nettles,8
15092,Hardens,1
15093,belongings,6
15094,seventy-three,1
15095,fifty-two,1
15096,FOUR,1
15097,Nailed,2
15098,Years,8
15099,growling,5
15100,shivers,2
15101,schoolbook,1
15102,timetable,1
15103,Jotter,10
15104,rhymes,6
15105,typed,1
15106,pumpernickle,1
15107,ourang-outang,1
15108,Maths,5
15109,Fractor,33
15110,sums,10
15111,blackboards,2
15112,smudges,1
15113,chalky,1
15114,schoolwork,3
15115,squiggles,1
15116,6+3,1
15117,5+10,1
15118,1'11,1
15119,vowels,1
15120,u,3
15121,lifewo,1
15122,History,12
15123,Rumback,8
15124,dozing,3
15125,smearing,1
15126,Litmus,21
15127,Science,9
15128,chemicals,4
15129,experiments,3
15130,runny,1
15131,singed,2
15132,mixtures,1
15133,substances,1
15134,experiment,5
15135,exclamations,2
15136,rugby,16
15137,courts,2
15138,Mcduff,26
15139,eel,20
15140,eats,8
15141,eels,1
15142,hides,2
15143,man-eater,1
15144,scientists,8
15145,equipment,12
15146,prefered,1
15147,mattresses,1
15148,bundles,3
15149,squeaks,3
15150,rumour,1
15151,frequent,3
15152,Nightside,6
15153,classrooms,5
15154,Hardside,3
15155,lifewas,1
15156,unscrew,2
15157,Piles,1
15158,puddles,6
15159,Digging,1
15160,exploring,15
15161,paced,4
15162,Slugs,2
15163,coldest,1
15164,dorm,1
15165,attempts,8
15166,occassion,1
15167,crossbow,1
15168,discussed,8
15169,FIVE,1
15170,bugs,5
15171,stands,24
15172,awoke,8
15173,Dreadful,2
15174,energetic,3
15175,enormously,12
15176,don,2
15177,tries,12
15178,damper,1
15179,brand,12
15180,collections,1
15181,cages,3
15182,sharpenings,1
15183,journeys,5
15184,Matron,42
15185,motorbikes,1
15186,spanners,1
15187,wrenches,1
15188,bandage,5
15189,spanner,1
15190,Courtesy,1
15191,Fund,1
15192,touches,3
15193,hay,50
15194,adjustments,1
15195,fizzle,1
15196,tip-toes,1
15197,contain,11
15198,Shhhhh,2
15199,reassembled,3
15200,dismantled,1
15201,separately,2
15202,Nearing,1
15203,metals,1
15204,tool,4
15205,sawing,4
15206,drilling,1
15207,Spades,1
15208,disobedient,2
15209,cement,4
15210,upside,5
15211,blames,2
15212,workman',1
15213,inconsiderate,1
15214,hobbled,4
15215,glimmering,1
15216,tricked,4
15217,secrecy,8
15218,clumping,2
15219,nightshirts,1
15220,STOP,1
15221,RIGHT,3
15222,WAAAAAAAAAH,1
15223,MOOOULD,1
15224,DID,8
15225,Annoying,1
15226,nastiness,3
15227,unforgivable,1
15228,Asha,1
15229,washnay,1
15230,dododo,1
15231,anyfunk,1
15232,fiendish,2
15233,festering,2
15234,felon,1
15235,throws,3
15236,malicious,5
15237,SIX,4
15238,throb,3
15239,sentences,8
15240,sparks,14
15241,setbacks,2
15242,repaired,3
15243,umbrella,10
15244,Mysterious,1
15245,Lumps,2
15246,Space',1
15247,mouldy,1
15248,ropes,13
15249,Geography,3
15250,Morraine,11
15251,strange-looking,3
15252,Treat,2
15253,Hard,7
15254,Harder,1
15255,Hardest,2
15256,hardest,3
15257,kangaroo,11
15258,Pardon,2
15259,mounted,14
15260,fishtank,4
15261,pronounce,2
15262,colour-blind,1
15263,seventy-one,1
15264,cellars,4
15265,trampoline,1
15266,Shoes,3
15267,neighbouring,3
15268,saucepans,3
15269,pry,2
15270,snake,10
15271,panted,23
15272,SEVEN,1
15273,bookcases,2
15274,disorganised,2
15275,Footholds,1
15276,Crangle,59
15277,librarian,2
15278,calamity,2
15279,Books,8
15280,whales,1
15281,OPERA,1
15282,section,33
15283,Volcanoes,1
15284,Leaders,5
15285,SWAMPLIFE,1
15286,NEWTS,1
15287,WEEDS,1
15288,sculptures,4
15289,frustrated,6
15290,AMERICAN,3
15291,HISTORY,2
15292,moves,17
15293,attempted,4
15294,ARCHITECTURE,1
15295,captured,5
15296,expedition,14
15297,organised,10
15298,climbers,3
15299,MOUNTAINEERING,1
15300,Rescuing,1
15301,hardens,3
15302,replicas,1
15303,Taj,2
15304,Mahal,2
15305,researching,1
15306,dismantling,1
15307,sixteenth,1
15308,aeroplanes,7
15309,AERONAUTICS,1
15310,offhand,2
15311,sixty-nine,3
15312,Sign,1
15313,footholds,1
15314,twenty-seven,3
15315,Useful,2
15316,Tips,2
15317,Advanced,2
15318,Physical,2
15319,Dynamics,2
15320,Introverted,2
15321,Equations,6
15322,3-D,2
15323,Aeronautical,2
15324,Practice,3
15325,Parts,3
15326,Exhausted,1
15327,EIGHT,1
15328,Aborigine,1
15329,Atoguin,1
15330,tribesman,2
15331,tribes,4
15332,lands,8
15333,Bookman',1
15334,FURNITURE,1
15335,Bookman,131
15336,avail,2
15337,pies,5
15338,untouched,5
15339,visits,14
15340,project,8
15341,Romans,6
15342,Reptiles,1
15343,strongest,4
15344,Shhhh,1
15345,laughs,7
15346,duffle,2
15347,repair,9
15348,eyeing,8
15349,Catch,3
15350,argued,10
15351,over-excited,3
15352,access,2
15353,drawings,9
15354,bait,3
15355,Hopefully,1
15356,leaps,2
15357,gobbles,1
15358,barnacles,1
15359,returning,23
15360,propelling,2
15361,Peering,2
15362,bedsprings,1
15363,reluctantly,14
15364,submarines,1
15365,Cockroach,1
15366,accidentally,7
15367,gurgling,3
15368,leaking,3
15369,roomful,1
15370,unlucky,5
15371,removing,5
15372,lampshades,1
15373,mishaps,1
15374,failure,9
15375,mourned,2
15376,measurements,21
15377,secretively,1
15378,gleefully,5
15379,chirped,2
15380,Hunting,1
15381,wardrobe,7
15382,Cough,1
15383,Mixture,1
15384,Love,10
15385,NINE,2
15386,Orange,1
15387,rightly,2
15388,grows,10
15389,ventilators,1
15390,materials,14
15391,Unknown,1
15392,MEDIEVAL,1
15393,March,30
15394,TRAVEL,1
15395,BOOKS,2
15396,NOT,17
15397,WRITTEN,2
15398,Lakes,1
15399,HALF,2
15400,500,5
15401,youngness,1
15402,MEANINGLESS,1
15403,ENDINGS,1
15404,rumoured,4
15405,teaches,6
15406,Medicine,1
15407,Art,1
15408,Mathematics,3
15409,Surfaces,1
15410,Philosophy,2
15411,Weaving,1
15412,Woodwork,2
15413,Envelopes,1
15414,Religions,1
15415,Pond,1
15416,Tea-making,1
15417,Politics,1
15418,Encyclopaedias,4
15419,rotate,1
15420,ninety-three,1
15421,forty-four,2
15422,diameter,5
15423,Changed,1
15424,Book,13
15425,Forgot,2
15426,far-off,2
15427,facts,19
15428,pastimes,1
15429,ski-slopes,1
15430,creative,2
15431,logarithms,3
15432,trapping,2
15433,malnutrition,1
15434,Man,14
15435,Plane,1
15436,Escape,1
15437,TEN,1
15438,phases,1
15439,S',1
15440,shrubbery',1
15441,diagrams,10
15442,Walpit,8
15443,ruin,5
15444,dabble,2
15445,rusts,1
15446,Welt,8
15447,Metalwork,1
15448,warps,1
15449,matches,7
15450,ironing-board,3
15451,scientist,6
15452,calculation,5
15453,quickest,3
15454,Blunset,18
15455,Forgetting,2
15456,moans,1
15457,forgetful,3
15458,assist,2
15459,recognising,2
15460,broomhandle,1
15461,division,15
15462,multiplication,14
15463,geometry,3
15464,fractions,44
15465,essays,1
15466,celebrate,6
15467,decreed,2
15468,phase,5
15469,punishing,4
15470,winds,9
15471,rumours,7
15472,orderly,4
15473,Rest,4
15474,emptiness,6
15475,rusted,1
15476,hammered,6
15477,sawed,1
15478,tip-toed,2
15479,Giant,3
15480,stalks,5
15481,hack,1
15482,caved,2
15483,re-emerged,1
15484,bullet-proof,1
15485,sky-proof,1
15486,sea-proof,1
15487,plant-proof,1
15488,stone-proof,1
15489,everything-proof,1
15490,cowardly,2
15491,eel-proof,1
15492,misbehaving,1
15493,walker,2
15494,feet',1
15495,investment,1
15496,disobedience,4
15497,lifewith,1
15498,jotting,1
15499,ELEVEN,1
15500,noting,1
15501,sightings,2
15502,listed,5
15503,recorded,6
15504,torches,4
15505,contacted,3
15506,specialist,8
15507,tests,12
15508,Colin,14
15509,Roderick,1
15510,Headmistress,54
15511,cloaks,3
15512,Dangerous,2
15513,Upsets,1
15514,Knowledge,1
15515,chancing,1
15516,handfuls,4
15517,centuries,2
15518,delivering,3
15519,P.S.,1
15520,trolleys,2
15521,half-finished,1
15522,TWELVE,1
15523,Fights,1
15524,BRIDGES,1
15525,restore,1
15526,unimaginable,3
15527,quietened,3
15528,severely,6
15529,viewing,3
15530,unofficial,1
15531,swapping,2
15532,questionnaire,1
15533,Spotlights,1
15534,shorts,21
15535,Question,8
15536,haircut,4
15537,cartwheels,1
15538,privilege,3
15539,Build,3
15540,Teachers,6
15541,swell,4
15542,daze,4
15543,pranks,2
15544,bandages,4
15545,fretted,4
15546,discounted,2
15547,explosives,1
15548,Kidnapping,1
15549,Acid,1
15550,consulting,1
