,Term,RawCounts
15551,thirty-ninth,1
15552,virtually,5
15553,undetectable,1
15554,Decoy,1
15555,THIRTEEN,1
15556,greeting,9
15557,stonework,3
15558,Slipper,12
15559,speck,2
15560,Nicest,1
15561,wrongs,3
15562,Civilisation,1
15563,civilised,4
15564,Thing,286
15565,arguments,4
15566,lab,6
15567,grappled,1
15568,SLIPPER,1
15569,SPECIALIST,1
15570,unfriendly,4
15571,fame,3
15572,transportation,1
15573,conduct,2
15574,shinier,1
15575,budge,8
15576,Heave,1
15577,fe,1
15578,et,5
15579,Creature,1
15580,pandemonium,2
15581,Betrayal,1
15582,beacons,1
15583,Rubha,3
15584,Gall,1
15585,Mull,6
15586,Con,1
15587,Aros,1
15588,Ardtornish,1
15589,Duart,60
15590,hinted,2
15591,Luch,110
15592,raiders,2
15593,Macleans,28
15594,patrolling,1
15595,galleys,23
15596,looted,1
15597,slaughtering,1
15598,crippling,1
15599,livestock,2
15600,starve,10
15601,Eachuin,4
15602,Odhar,79
15603,Hector,178
15604,Tiree,1
15605,Fourteen,1
15606,cattle,9
15607,shielings,1
15608,puce,2
15609,battlements,6
15610,willpower,1
15611,landless,1
15612,fowls,1
15613,avenge,3
15614,clan,53
15615,Lachlan,244
15616,slaughter,3
15617,peep,3
15618,Oa,1
15619,Butt,1
15620,Lewis,2
15621,noon,8
15622,Iain,14
15623,Og,4
15624,hob,1
15625,Ruari,31
15626,clachan,20
15627,avenged,2
15628,Ranald,60
15629,hives,12
15630,youngsters,5
15631,skep,5
15632,stun,2
15633,smouldering,6
15634,puffballs,1
15635,wrap,5
15636,skeps,3
15637,unstung,1
15638,heed,10
15639,treestump,1
15640,immunity,1
15641,extend,4
15642,bedded,1
15643,Mairi,25
15644,Ban,29
15645,grudge,2
15646,oatmeal,3
15647,sowens,1
15648,grazing,10
15649,quern,1
15650,peats,3
15651,mussels,2
15652,mistress,19
15653,scoldings,1
15654,cronies,1
15655,weakened,2
15656,abuse,1
15657,clansfolk,1
15658,sentries,3
15659,glide,2
15660,bower,12
15661,Catriona,7
15662,Maclean,62
15663,piper,1
15664,waft,1
15665,dent,3
15666,Marion,141
15667,occupy,2
15668,niche,1
15669,attendants,2
15670,Bridhe,67
15671,widowed,1
15672,Eachuinn,82
15673,babe,6
15674,fretful,1
15675,teething,1
15676,wails,3
15677,cuddling,3
15678,half-certain,1
15679,coverlet,3
15680,lovingly,4
15681,tapestry,8
15682,usurper,1
15683,gamely,1
15684,Sgurr,1
15685,Dearg,1
15686,Dhia,35
15687,wearier,1
15688,granda,2
15689,angular,5
15690,outlive,2
15691,saints,14
15692,preserve,6
15693,Cattanach,30
15694,learns,2
15695,bow-tip,1
15696,brogans,2
15697,strangled,5
15698,bowstring,1
15699,stave,1
15700,Heh-heh,1
15701,Serve,9
15702,Patrick,13
15703,Glas,2
15704,birlinn,2
15705,dallta,15
15706,lordship,1
15707,Kicked,1
15708,Farquhar,51
15709,Neas,8
15710,Birth,3
15711,Seumas,14
15712,steward,1
15713,whiles,2
15714,wheezily,1
15715,maids,10
15716,rages,4
15717,bee-field,1
15718,amazingly,7
15719,dictating,1
15720,Abbot,36
15721,Iona,6
15722,court,11
15723,Edinburgh,12
15724,Archibald,3
15725,Campbell,44
15726,Earl,18
15727,Argyll,20
15728,Inveraray,11
15729,conversations,11
15730,raggedly,1
15731,speedily,1
15732,hush,8
15733,reivers,5
15734,Fanmore,1
15735,Cawdor,4
15736,Campbells,20
15737,oh-ho,1
15738,Clan,15
15739,Diarmaid,3
15740,rue,2
15741,Gillian,33
15742,scar,6
15743,James,49
15744,vexed,3
15745,lawlessness,1
15746,Isles,5
15747,Mackinnons,2
15748,Maclaines,1
15749,Lochbuie,1
15750,England,44
15751,overthrow,2
15752,Henry,20
15753,Tudor,1
15754,York,1
15755,uphold,2
15756,decides,5
15757,Archie,3
15758,raiding,8
15759,coasts,1
15760,clans,1
15761,prize,21
15762,unfriends,1
15763,Aluinn,22
15764,Fight,3
15765,trample,3
15766,thundered,5
15767,silver-mounted,1
15768,tumult,1
15769,chieftainship,1
15770,ill-favoured,2
15771,cooled,7
15772,seething,4
15773,ale,22
15774,Damn,8
15775,settles,2
15776,Ireland,4
15777,Spain,13
15778,Moors,1
15779,Hear,8
15780,criticise,1
15781,bidding,2
15782,Unused,1
15783,birthed,1
15784,foster-mother,5
15785,Traipse,1
15786,cart-tail,1
15787,camp-follower,1
15788,handfasted,2
15789,contract,2
15790,roving,2
15791,gallant,7
15792,Morvern,2
15793,flurrying,1
15794,superseded,1
15795,Cuddly,1
15796,Passable,1
15797,songs,17
15798,Gentle,1
15799,Interested,1
15800,ballads,1
15801,bairns,3
15802,cuddly,1
15803,Fourth,3
15804,barelegged,1
15805,bare-arsed,1
15806,Islesman,2
15807,hysterics,3
15808,sisters-in-law,1
15809,dodged,8
15810,ricocheting,1
15811,Hugh,11
15812,Despoins,4
15813,Murdering,1
15814,redshanks,2
15815,pewter,2
15816,flea-bitten,1
15817,Scarlet,2
15818,exertion,1
15819,trestles,1
15820,spears,10
15821,two-foot,1
15822,gash,4
15823,Saint,9
15824,yelped,3
15825,stools,1
15826,flower-embroidered,1
15827,platters,3
15828,Vile,1
15829,Traitor,1
15830,Tyrant,1
15831,arrow-slit,1
15832,Skidding,1
15833,gravy-greased,1
15834,platter,4
15835,struggles,6
15836,Curse,4
15837,Muriella,17
15838,bribed,4
15839,sweetie,2
15840,bonny,1
15841,rawboned,2
15842,grins,2
15843,frowns,1
15844,A-ach,1
15845,blows,8
15846,gagged,3
15847,beatings,3
15848,clawmarks,1
15849,bite-mark,1
15850,watchers,4
15851,huddle,1
15852,pouch,4
15853,dares,1
15854,repent,2
15855,crosses,1
15856,Morag,5
15857,cares,4
15858,scratches,3
15859,nerved,3
15860,weal,1
15861,rock-hard,1
15862,cramp-tight,1
15863,wept,15
15864,dirk,8
15865,Sister,2
15866,comfortingly,2
15867,damn-fool,1
15868,self-control,1
15869,disown,1
15870,vixen,2
15871,Rinse,1
15872,husked,2
15873,Refuse,2
15874,Encourage,2
15875,glue,27
15876,kerchief,6
15877,grazes,1
15878,wince,2
15879,dab-dabbing,1
15880,Charm,1
15881,A-agh,1
15882,Face,2
15883,carry-on,2
15884,witless,2
15885,sleepless,1
15886,cleverer,3
15887,Romantic,1
15888,ill-looking,1
15889,murdering,1
15890,influence,5
15891,widow,4
15892,Sooner,3
15893,stabbing,3
15894,pains,2
15895,Wise,1
15896,relieve,3
15897,accord,2
15898,meantime,6
15899,opinions,8
15900,Carefully,7
15901,ointments,1
15902,apologise,4
15903,insulting,4
15904,sweeties,1
15905,penitence,1
15906,repentance,3
15907,dearest,3
15908,Plans,1
15909,Plots,1
15910,tearful,3
15911,ungodly,1
15912,October,9
15913,sweetly,10
15914,betrothal,2
15915,Bitterly,1
15916,magnificently,2
15917,fashions,3
15918,dodging,5
15919,tunics,1
15920,ambushed,2
15921,rat-chewed,1
15922,three-year-old,2
15923,hearthrug,2
15924,sneer,5
15925,scrub,14
15926,Bergen,1
15927,Luath,8
15928,speedy,2
15929,Ewan,30
15930,fuzz,4
15931,Beard,1
15932,shear,1
15933,chuckling,6
15934,admiring,6
15935,shoulder-length,1
15936,locks,5
15937,Huh,10
15938,itchily,1
15939,irritably,7
15940,ghillies,2
15941,burnishing,1
15942,renewing,1
15943,braid,2
15944,sharkskin,1
15945,quivers,1
15946,shoulder-slings,1
15947,claymores,1
15948,re-fletching,1
15949,silver-collared,1
15950,hounds,5
15951,groomed,2
15952,silken,5
15953,captains,2
15954,voyage,27
15955,repainting,1
15956,dragon-heads,1
15957,stitching,4
15958,pennons,1
15959,bulwarks,3
15960,clansman,1
15961,outdo,1
15962,feather-plumed,1
15963,filabeg,2
15964,arm-spans,1
15965,pleated,1
15966,saffron-dyed,1
15967,Officers,1
15968,strutted,1
15969,brightest,2
15970,breacan-feiles,1
15971,finer,2
15972,silver-buckled,1
15973,costume,8
15974,weapons,13
15975,Lochaber,1
15976,javelin,1
15977,new-fangled,1
15978,handguns,1
15979,Scarcely,1
15980,insult,15
15981,offender,2
15982,clansmen,11
15983,fashion,17
15984,knee-length,3
15985,damask,2
15986,braided,2
15987,looped,3
15988,bone-white,1
15989,hose,2
15990,long-toed,1
15991,townsfolk,1
15992,chiefs,2
15993,rawhide,1
15994,kilted,2
15995,tartans,1
15996,linens,1
15997,touchy,3
15998,ill-mannered,3
15999,impersonally,1
16000,truce,3
16001,childishly,2
16002,necklace,6
16003,amethysts,1
16004,Cheap,1
16005,thanking,5
16006,charmingly,1
16007,spices,4
16008,medicines,3
16009,shrines,1
16010,attractive,13
16011,noted,7
16012,child-bearing,1
16013,ship-building,1
16014,Indies,7
16015,chess,12
16016,hardy,2
16017,reverse,19
16018,that-they,1
16019,itching,1
16020,fights,3
16021,handsomely,1
16022,two-day,1
16023,hung-over,1
16024,farewell,5
16025,feasting,7
16026,Bay,15
16027,Noon,1
16028,Arinagour,1
16029,Coll,7
16030,waded,5
16031,ashore,5
16032,MacIan,2
16033,Ardnamurchan,4
16034,David,41
16035,MacRuari,1
16036,Moydart,3
16037,Angusson,1
16038,Keppoch,3
16039,Donald,31
16040,Dhu,2
16041,Allanson,1
16042,Locheil,1
16043,Kentra,5
16044,tossing,4
16045,joyous,4
16046,warriors,5
16047,Cheering,1
16048,daughters,6
16049,Low,5
16050,belly-ache,1
16051,Beaton,25
16052,narrower,1
16053,raspberry-leaf,1
16054,brewed,2
16055,lymphad,7
16056,bull-voiced,1
16057,effective,2
16058,Beg,13
16059,Singing,2
16060,boasts,1
16061,recaptured,2
16062,loot,1
16063,reiving,1
16064,MacIans,15
16065,MacRuaris,1
16066,Hah,4
16067,goodwill,1
16068,serpentines,1
16069,Loch,5
16070,Eil,2
16071,booming,4
16072,rafters,3
16073,greedy,10
16074,Cameron,2
16075,womenfolk,2
16076,raided,1
16077,amply,1
16078,revenged,1
16079,six-week,1
16080,colic,1
16081,sharpness,4
16082,rediscovered,1
16083,creating,3
16084,axed,1
16085,Well-a-well,1
16086,peace-loving,1
16087,Grinning,3
16088,fourth,18
16089,breaks,3
16090,summers,1
16091,messenger,2
16092,abide,5
16093,Scotsmen,2
16094,peaceable,1
16095,Andrew,3
16096,Spices,2
16097,teasingly,1
16098,Jura,2
16099,Sunart,1
16100,Silver,5
16101,charms,1
16102,pleas,3
16103,sulked,1
16104,Fox,1
16105,gleeful,1
16106,Shaming,1
16107,Control,1
16108,sentry,1
16109,fledgeling,1
16110,closest,2
16111,nestled,5
16112,bind,2
16113,wedlock,1
16114,healing,4
16115,rogues,1
16116,kinder,2
16117,Falkland,1
16118,nobles,1
16119,objectionable,1
16120,earl,3
16121,Lords,3
16122,abstain,1
16123,molestation,1
16124,£500,1
16125,stiff-faced,1
16126,stiff-necked,1
16127,justified,1
16128,throttled,2
16129,oarsmen,1
16130,galley,14
16131,thigh-deep,1
16132,agile,3
16133,ranked,1
16134,lochan,1
16135,Arivegaig,10
16136,unreadable,1
16137,donkeys,1
16138,mid-morning,1
16139,harming,1
16140,tree-stump,1
16141,Angry,4
16142,accusation,1
16143,annoyingly,1
16144,unchallenged,1
16145,plot,11
16146,foe,3
16147,jealousy,5
16148,tight-held,1
16149,grated,6
16150,pledging,1
16151,crafty,4
16152,Deny,1
16153,Act,6
16154,Regret,1
16155,preparing,9
16156,Treshnish,10
16157,hand-fast,1
16158,disgraced,3
16159,Crouched,2
16160,Peigi,2
16161,foreseen,2
16162,Beggar,1
16163,insulted,5
16164,thieves,7
16165,returns,9
16166,Losing,2
16167,abashed,1
16168,accursed,1
16169,shunned,1
16170,leper,2
16171,Honour,8
16172,eastward,2
16173,dragonhead,1
16174,veils,1
16175,breacan-feile,5
16176,Crubach,10
16177,bard,4
16178,Grimly,1
16179,war-song,1
16180,Grey-faced,1
16181,deck,17
16182,rowing-deck,1
16183,poop,1
16184,required,15
16185,affects,3
16186,harms,3
16187,acknowledgement,2
16188,impetuous,1
16189,maturity,1
16190,misunderstanding,3
16191,unholy,1
16192,loathesome,1
16193,packings,1
16194,mast,4
16195,rowed,10
16196,Drimnin,1
16197,fuming,2
16198,shipmaster,11
16199,Aird,2
16200,Druimnich,2
16201,mastered,4
16202,Duncan,7
16203,Rua,6
16204,steer,9
16205,Eigg,2
16206,jovially,1
16207,Tioram,1
16208,islands,14
16209,gloaming,1
16210,oaths,3
16211,raider,1
16212,Beinn,1
16213,Bhreac,1
16214,sheltered,10
16215,bright-eyed,5
16216,beached,7
16217,Laughter,3
16218,gravelly,1
16219,pealing,1
16220,slogan,5
16221,Bas,3
16222,Beatha,3
16223,Death,5
16224,Screeching,1
16225,well-armed,1
16226,crofters,1
16227,ready-strung,1
16228,twenty-two,3
16229,lookouts,1
16230,reported,9
16231,Half-stunned,1
16232,fortress,7
16233,relaunch,1
16234,sizzle,1
16235,blared,2
16236,stabbed,3
16237,horde,3
16238,forged,4
16239,claymore,2
16240,wand,1
16241,figures-of-eight,1
16242,twelve-foot-wide,1
16243,single-handed,2
16244,embers,5
16245,bedpile,1
16246,targe,1
16247,spearsman,2
16248,Shoving,1
16249,helmetless,1
16250,airy,2
16251,double-headed,1
16252,birch,3
16253,berserker,2
16254,lesser,1
16255,beheading,1
16256,Stun,1
16257,parrying,1
16258,sword-thrust,1
16259,left-handed,3
16260,Axe,1
16261,Gil-lian,1
16262,Shaped,1
16263,slaying,1
16264,sweeter,1
16265,Ware,1
16266,archers,1
16267,minstrel,2
16268,half-priest,1
16269,wisps,8
16270,retiring,2
16271,half-hidden,2
16272,Thigh-deep,1
16273,loch,2
16274,deflected,6
16275,gunwale,1
16276,soused,1
16277,fending,1
16278,clashed,2
16279,mid-sweep,1
16280,welter,1
16281,beacon,2
16282,swirl,3
16283,melee,3
16284,Burning,1
16285,brands,1
16286,tended,4
16287,seventy,3
16288,uncomplaining,2
16289,bandaged,8
16290,organise,6
16291,cheekbone,3
16292,turf,6
16293,four-mile,1
16294,jeering,3
16295,runlet,1
16296,foot-wide,1
16297,repudiated,1
16298,scorned,1
16299,shellfish,1
16300,predictably,1
16301,Saints,3
16302,risking,1
16303,scheming,4
16304,traipses,1
16305,ironically,1
16306,grinds,1
16307,fetches,2
16308,digs,2
16309,scours,1
16310,fieldmice,1
16311,brood,3
16312,swarms,1
16313,lazed,1
16314,peat,3
16315,spoons,8
16316,Reamhar,6
16317,overflowing,5
16318,Tog,1
16319,ort,1
16320,Rouse,1
16321,rascal,4
16322,burns,4
16323,basted,1
16324,morrow,3
16325,morn,3
16326,Donal,1
16327,rap,1
16328,scullion,1
16329,bustling,5
16330,blob,2
16331,Beeman,1
16332,Gavin,5
16333,gingerly,12
16334,Wordlessly,1
16335,Soup,1
16336,cess,1
16337,Mor,1
16338,Sulkily,1
16339,slashing,2
16340,ladleful,1
16341,stewpot,1
16342,ladling,1
16343,shieling,3
16344,Stew,1
16345,wakened,2
16346,affronted,1
16347,familiarity,1
16348,helpers,1
16349,outcast,1
16350,rescues,1
16351,fools,7
16352,cupping,1
16353,weariness,2
16354,rafter,1
16355,hovel,1
16356,turfs,1
16357,clamber,1
16358,luckily,7
16359,peaty,1
16360,agape,1
16361,Galleys,1
16362,manned,1
16363,Moid,1
16364,keening,1
16365,Grim-faced,1
16366,grim-voiced,1
16367,oppose,1
16368,resentful,5
16369,nape,6
16370,Messengers,1
16371,smith,2
16372,brawny,1
16373,bellows,4
16374,forge,2
16375,fittings,1
16376,shipmasters,1
16377,uninjured,1
16378,Carpenters,1
16379,ropemakers,1
16380,sailmakers,1
16381,knack,3
16382,plaiting,1
16383,blisters,5
16384,cowhides,1
16385,misjudged,1
16386,Relax,1
16387,roiling,1
16388,half-asleep,1
16389,shallowly,1
16390,self-disgust,1
16391,wordless,2
16392,quaich,2
16393,unmoving,2
16394,cozen,1
16395,foster-son,1
16396,Absently,1
16397,snore,4
16398,Fool,1
16399,employed,3
16400,professional,9
16401,strengthens,1
16402,unwilling,4
16403,recovery,1
16404,priest,4
16405,dempster,1
16406,sennachie,2
16407,madman,1
16408,overseeing,1
16409,readiness,1
16410,smithy,8
16411,footstep,1
16412,seductive,2
16413,Speechless,2
16414,moid,5
16415,legitimated,1
16416,Die,1
16417,acceptance,1
16418,sorrow,2
16419,greater,16
16420,installation,1
16421,rejoicing,2
16422,stores,1
16423,tacksmen,2
16424,recently-adopted,1
16425,incomers,1
16426,Cattle,1
16427,Wine,3
16428,celebration,7
16429,gluttony,1
16430,drunkenness,1
16431,hilt,1
16432,gravely,4
16433,pennon,1
16434,dignified,6
16435,deeps,1
16436,outface,1
16437,Silently,1
16438,distantly,1
16439,adorned,8
16440,slay,3
16441,unimpassioned,1
16442,nunnery,2
16443,traitor,5
16444,condemnation,1
16445,dishonour,1
16446,Bide,1
16447,fitting,6
16448,repay,2
16449,dowry,2
16450,sporran,1
16451,Wear,5
16452,curses,4
16453,malevolent,1
16454,ugliness,2
16455,amethyst,3
16456,agate,1
16457,ruby,2
16458,resonant,1
16459,subtenants,1
16460,cottar,1
16461,prompt,10
16462,Mac,7
16463,Ardgour,2
16464,arose,4
16465,multicoloured,1
16466,Heads,1
16467,male,12
16468,Salen,1
16469,combed,7
16470,belt-buckle,1
16471,discussions,3
16472,rehearsed,2
16473,tight-reined,1
16474,offence,6
16475,approved,4
16476,criticism,3
16477,ambitious,4
16478,contradiction,1
16479,legitimate,2
16480,strangling,1
16481,betray,3
16482,Fury,2
16483,rejection,2
16484,dosed,1
16485,poppy,1
16486,unwitting,1
16487,Expert,1
16488,customary,3
16489,harp,3
16490,lays,4
16491,Mogachoirb,1
16492,Lament,1
16493,Maeve,1
16494,lover,5
16495,Mocharb,1
16496,fiercest,1
16497,Known,2
16498,toil,1
16499,gory,2
16500,o'er,1
16501,Moyle,1
16502,one-handed,2
16503,urging,2
16504,hating,5
16505,well-wishers,1
16506,frowsting,1
16507,scorching,2
16508,rot,4
16509,shamefully,2
16510,eases,1
16511,crisping,1
16512,wolfskins,1
16513,Half-terrified,1
16514,half-relieved,1
16515,tightness,1
16516,bee-lass,1
16517,superstitious,3
16518,gangly,1
16519,tramped,6
16520,fungus,2
16521,hive,8
16522,Careful,4
16523,puffing,6
16524,half-stifled,1
16525,drunkenly,1
16526,overwinter,1
16527,honeycombs,1
16528,combs,2
16529,larvae,2
16530,fawny,1
16531,mead,7
16532,barter,2
16533,crofting,1
16534,oats,11
16535,piglet,2
16536,roosted,1
16537,scavenge,1
16538,oat,1
16539,codling,1
16540,cockles,1
16541,deserting,1
16542,contemptible,1
16543,raked,2
16544,stacks,1
16545,gleaned,1
16546,half-grown,2
16547,furtively,4
16548,vengeance,3
16549,bridegroom,4
16550,carefully-penned,1
16551,Legitimated,1
16552,hellcat,1
16553,fascination,8
16554,braids,1
16555,posed,4
16556,Isolde,1
16557,Deirdre,28
16558,wistfully,7
16559,beloved,11
16560,Lizzie,2
16561,hennins,1
16562,high-waisted,1
16563,Western,1
16564,Knows,1
16565,choosing,6
16566,merited,1
16567,chiefship,1
16568,worthy,8
16569,mildness,1
16570,Kenneth,17
16571,households,1
16572,Colonsay,1
16573,chests,3
16574,unwell,3
16575,balking,1
16576,neighing,2
16577,unload,2
16578,wolf,8
16579,watchdog,1
16580,captain,30
16581,buckles,2
16582,gullets,1
16583,skinful,1
16584,Whoo,1
16585,lintel,2
16586,countess,8
16587,Gasping,2
16588,focussing,1
16589,scolding,2
16590,Warmed,1
16591,punching,5
16592,wail,5
16593,swelling,4
16594,rub-rubbing,1
16595,kneading,1
16596,fluttery,2
16597,massage,3
16598,toothy,1
16599,infusion,1
16600,foxglove,2
16601,dull-looking,1
16602,veneer,1
16603,courtesy,1
16604,grander,1
16605,Cinnamon,1
16606,Heavens,2
16607,Heh,4
16608,heh,2
16609,condolences,3
16610,fended,1
16611,diplomatically,2
16612,precedence,2
16613,mare,32
16614,nibbling,2
16615,unaccustomed,2
16616,reassurance,2
16617,Eve,15
16618,panelling,2
16619,Sensing,1
16620,greasily,1
16621,Hellish,1
16622,signing,1
16623,beeman,1
16624,unshaven,3
16625,submitted,1
16626,demented,2
16627,errands,3
16628,Satisfaction,2
16629,pallet,2
16630,Bumping,1
16631,ecstasy,1
16632,ghillie,1
16633,Glensanda,2
16634,pennants,1
16635,rudeness,1
16636,Huddled,1
16637,hacking,2
16638,two-three,1
16639,Greetings,4
16640,blindness,2
16641,bearded,5
