,Synsets,domain,vote,nrhypos,nrdirhypers,nrpartrels,depthfromtopsynset,glosslength,minwordlength,nroflemmas,polyscore_max,nrpartrels_normalised,depthfromtopsynset_normalised,glosslength_normalised,ngrams_last_mean,CHILDES_Sum_Rel,BNC_Sum
647,Synset('greatcoat.n.01'),garm,nb,4,1,0,10,40,7,3,2,0.0,1.052836052836053,0.6608950128033166,-14.009216098590112,1.7555588013887174e-17,368.0
648,Synset('capuchin.n.01'),garm,nb,0,1,0,10,24,8,1,2,0.0,1.052836052836053,0.3965370076819899,-15.94650413938614,1.7555588013887174e-17,3.0
649,Synset('dolman.n.01'),garm,nb,0,1,1,11,41,6,2,2,3.613333333333333,1.1581196581196582,0.6774173881233996,-17.742229581689212,1.7555588013887174e-17,2.0
650,Synset('bomber_jacket.n.01'),garm,nb,0,1,0,11,42,13,1,1,0.0,1.1581196581196582,0.6939397634434825,-17.085544226563854,1.7555588013887174e-17,1e-10
651,Synset('eton_jacket.n.01'),garm,nb,0,1,0,11,58,11,1,1,0.0,1.1581196581196582,0.9582977685648092,-18.3383071132644,1.7555588013887174e-17,1e-10
652,Synset('double-breasted_jacket.n.01'),garm,nb,0,1,1,11,75,22,1,1,3.613333333333333,1.1581196581196582,1.2391781490062188,-18.51228722736365,1.7555588013887174e-17,1e-10
653,Synset('single-breasted_jacket.n.01'),garm,nb,0,1,1,11,75,22,1,1,3.613333333333333,1.1581196581196582,1.2391781490062188,-19.88098579150605,1.7555588013887174e-17,1e-10
654,Synset('neckerchief.n.01'),garm,nb,0,1,0,10,31,11,1,1,0.0,1.052836052836053,0.5121936349225704,-15.538017292517782,1.7555588013887174e-17,5.0
655,Synset('parka.n.01'),garm,nb,2,1,0,11,56,5,4,1,0.0,1.1581196581196582,0.9252530179246432,-15.879819749459962,1.7555588013887174e-17,234.0
656,Synset('opera_cloak.n.01'),garm,nb,0,1,0,10,39,10,2,1,0.0,1.052836052836053,0.6443726374832337,-18.069304436582858,1.7555588013887174e-17,1e-10
657,Synset('lab_coat.n.01'),garm,nb,0,1,0,10,88,8,2,1,0.0,1.052836052836053,1.4539690281672966,-16.25661588364943,1.7555588013887174e-17,1e-10
658,Synset('mao_jacket.n.01'),garm,nb,0,1,0,11,101,10,1,1,0.0,1.1581196581196582,1.6687599073283743,-19.33426533664973,1.7555588013887174e-17,1e-10
659,Synset('burberry.n.01'),garm,nb,0,1,0,11,131,8,1,1,0.0,1.1581196581196582,2.164431166930862,-16.180733584235707,1.7555588013887174e-17,36.0
660,Synset('bed_jacket.n.01'),garm,nb,0,1,0,11,66,10,1,1,0.0,1.1581196581196582,1.0904767711254724,-18.785157457696112,1.7555588013887174e-17,1e-10
661,Synset('fichu.n.01'),garm,nb,0,1,0,9,46,5,1,1,0.0,0.9475524475524476,0.7600292647238142,-16.666378033128446,1.7555588013887174e-17,4.0
662,Synset('serape.n.01'),garm,nb,0,1,0,11,57,6,2,1,0.0,1.1581196581196582,0.9417753932447264,-17.108704326280055,1.7555588013887174e-17,3.0
663,Synset('capote.n.02'),garm,nb,0,1,0,10,57,6,2,2,0.0,1.052836052836053,0.9417753932447264,-16.82961292104636,1.7555588013887174e-17,1e-10
664,Synset('cope.n.02'),garm,nb,0,1,0,10,64,4,1,3,0.0,1.052836052836053,1.0574320204853067,-11.659129182598493,6.495567565138254e-06,3912.0
665,Synset('newmarket.n.01'),garm,nb,0,1,0,10,61,9,1,2,0.0,1.052836052836053,1.007864894525058,-19.955135169573904,1.7555588013887174e-17,1e-10
666,Synset('burnous.n.01'),garm,nb,0,1,0,10,71,7,3,1,0.0,1.052836052836053,1.173088647725887,-17.27280988621551,1.7555588013887174e-17,2.0
667,Synset('dhoti.n.01'),garm,nb,0,1,0,9,34,5,1,1,0.0,0.9475524475524476,0.5617607608828191,-16.27762970360688,1.7555588013887174e-17,6.0
668,Synset('four-in-hand.n.01'),garm,nb,0,1,0,10,84,12,1,2,0.0,1.052836052836053,1.387879526886965,-16.06675878245891,1.7555588013887174e-17,2.0
669,Synset('capote.n.01'),garm,nb,0,1,0,11,60,6,2,2,0.0,1.1581196581196582,0.991342519204975,-17.310260916928076,1.7555588013887174e-17,1e-10
670,Synset('maxi.n.01'),garm,nb,0,1,0,9,34,4,1,2,0.0,0.9475524475524476,0.5617607608828191,-16.167704090065705,1.7555588013887174e-17,28.0
671,Synset('full_skirt.n.01'),garm,nb,0,1,1,9,34,10,1,1,3.613333333333333,0.9475524475524476,0.5617607608828191,-16.74156206225718,1.7555588013887174e-17,1e-10
672,Synset('hobble_skirt.n.01'),garm,nb,0,1,0,9,68,12,1,1,0.0,0.9475524475524476,1.1235215217656382,-18.799342085380843,1.7555588013887174e-17,1e-10
673,Synset('feather_boa.n.01'),garm,nb,0,1,0,9,43,3,2,2,0.0,0.9475524475524476,0.7104621387635653,-15.2655810766373,1.7555588013887174e-17,29.0
674,Synset('kameez.n.01'),garm,nb,0,1,0,11,98,6,1,1,0.0,1.1581196581196582,1.6191927813681255,-16.789057558815372,1.7555588013887174e-17,5.0
675,Synset('rebozo.n.01'),garm,nb,0,1,0,9,146,6,1,1,0.0,0.9475524475524476,2.412266796732106,-17.259864709359515,1.7555588013887174e-17,1e-10
676,Synset('dashiki.n.01'),garm,nb,0,1,0,9,42,7,2,1,0.0,0.9475524475524476,0.6939397634434825,-18.69559255502424,1.7555588013887174e-17,1e-10
677,Synset('jellaba.n.01'),garm,nb,0,1,0,10,70,7,1,1,0.0,1.052836052836053,1.156566272405804,-18.212165874815472,1.7555588013887174e-17,1e-10
678,Synset('kurta.n.01'),garm,nb,0,1,0,9,118,5,1,1,0.0,0.9475524475524476,1.949640287769784,-16.720198581250823,1.7555588013887174e-17,1.0
679,Synset('banyan.n.02'),garm,nb,0,1,0,11,48,6,2,2,0.0,1.1581196581196582,0.7930740153639799,-15.645455241368996,1.7555588013887174e-17,11.0
680,Synset('bush_jacket.n.01'),garm,nb,0,1,0,11,76,11,1,1,0.0,1.1581196581196582,1.2557005243263015,-18.764250814767347,1.7555588013887174e-17,1e-10
681,Synset('burqa.n.01'),garm,b,0,1,0,8,110,5,2,1,0.0,0.8422688422688422,1.8174612852091208,-16.337163746552537,1.7555588013887174e-17,3.0
682,Synset('domino.n.02'),garm,nb,0,1,1,10,74,6,1,4,3.613333333333333,1.052836052836053,1.222655773686136,-14.129275565161604,8.777794006943587e-07,68.0
683,Synset('surcoat.n.01'),garm,nb,0,1,0,10,43,7,1,2,0.0,1.052836052836053,0.7104621387635653,-15.96263005144343,1.7555588013887174e-17,10.0
684,Synset('cloak.n.02'),garm,nb,29,1,0,9,21,5,1,5,0.0,0.9475524475524476,0.3469698817217412,-11.7081209865571,1.228891160972102e-06,655.0
685,Synset('kimono.n.01'),garm,nb,0,1,0,9,61,6,1,1,0.0,0.9475524475524476,1.007864894525058,-14.533441966689765,1.7555588013887174e-17,46.0
686,Synset('camise.n.01'),garm,nb,0,1,0,9,58,6,1,1,0.0,0.9475524475524476,0.9582977685648092,-19.58193094225808,1.7555588013887174e-17,1e-10
687,Synset('sarong.n.01'),garm,nb,0,1,0,9,124,6,1,1,0.0,0.9475524475524476,2.0487745396902817,-15.497471139111964,1.7555588013887174e-17,21.0
688,Synset('aba.n.01'),garm,nb,0,1,0,9,67,3,1,2,0.0,0.9475524475524476,1.1069991464455553,-16.053643648218905,1.7555588013887174e-07,1.0
689,Synset('bathrobe.n.01'),garm,nb,0,1,0,9,60,8,1,1,0.0,0.9475524475524476,0.991342519204975,-14.740587755332616,1.755558801388717e-06,40.0
690,Synset('oilskin.n.01'),garm,nb,0,1,0,12,86,7,2,7,0.0,1.2634032634032637,1.420924277527131,-15.54972343646586,1.7555588013887174e-17,52.0
691,Synset('doublet.n.01'),garm,nb,0,1,0,11,57,7,1,1,0.0,1.1581196581196582,0.9417753932447264,-13.842296259117251,1.7555588013887174e-17,37.0
692,Synset('cutaway.n.02'),garm,nb,0,1,0,10,67,7,1,2,0.0,1.052836052836053,1.1069991464455553,-15.495266105762711,1.7555588013887174e-17,63.0
693,Synset('frock_coat.n.01'),garm,nb,1,1,0,10,79,10,1,1,0.0,1.052836052836053,1.3052676502865503,-15.107609628429447,1.7555588013887174e-17,1e-10
694,Synset('prince_albert.n.02'),garm,nb,0,1,0,11,34,13,1,2,0.0,1.1581196581196582,0.5617607608828191,-14.357531526268597,1.7555588013887174e-17,1e-10
695,Synset('swallow-tailed_coat.n.01'),garm,nb,0,1,2,11,66,11,3,1,7.226666666666666,1.1581196581196582,1.0904767711254724,-16.940031839567844,1.7555588013887174e-17,10.0
696,Synset('surtout.n.01'),garm,nb,0,1,0,11,45,7,1,1,0.0,1.1581196581196582,0.7435068894037312,-14.88608123774274,1.7555588013887174e-17,3.0
697,Synset('vest.n.01'),garm,b,1,1,1,8,49,4,2,7,3.613333333333333,0.8422688422688422,0.8095963906840629,-12.803313931556309,1.1937799849443278e-05,492.0
698,Synset('bow_tie.n.01'),garm,nb,2,1,0,10,30,6,3,1,0.0,1.052836052836053,0.4956712596024875,-16.118844191914143,3.511117602777435e-07,25.0
699,Synset('dress_shirt.n.01'),garm,nb,0,1,1,9,82,11,2,1,3.613333333333333,0.9475524475524476,1.3548347762467992,-16.250455165965153,1.7555588013887174e-17,1e-10
700,Synset('trench_coat.n.01'),garm,nb,0,1,0,11,51,11,1,1,0.0,1.1581196581196582,0.8426411413242287,-15.568537739375484,1.7555588013887174e-17,1e-10
701,Synset('toga.n.01'),garm,b,1,1,0,10,45,4,1,1,0.0,1.052836052836053,0.7435068894037312,-14.451547348419217,1.7555588013887174e-17,43.0
702,Synset('salwar.n.01'),garm,nb,0,1,0,9,133,6,2,1,0.0,0.9475524475524476,2.197475917571028,-16.971981723860534,1.7555588013887174e-17,6.0
703,Synset('pants_suit.n.01'),garm,nb,0,1,0,10,51,8,2,1,0.0,1.052836052836053,0.8426411413242287,-16.55705697921849,1.7555588013887174e-17,1.0
704,Synset('ski_parka.n.01'),garm,nb,0,1,0,12,31,9,2,1,0.0,1.2634032634032637,0.5121936349225704,-17.903254076706236,1.7555588013887174e-17,1e-10
705,Synset('face_veil.n.01'),garm,nb,1,1,0,9,65,9,1,1,0.0,0.9475524475524476,1.0739543958053896,-16.940814422644543,1.7555588013887174e-17,1e-10
706,Synset('levi's.n.01'),garm,nb,0,1,0,10,24,5,2,2,0.0,1.052836052836053,0.3965370076819899,-15.520583759331387,1.7555588013887174e-07,4.0
707,Synset('dressing_gown.n.01'),garm,nb,0,1,0,9,45,13,3,1,0.0,0.9475524475524476,0.7435068894037312,-15.697449317556693,1.7555588013887174e-17,1e-10
708,Synset('pea_jacket.n.01'),garm,nb,0,1,0,11,46,7,2,1,0.0,1.1581196581196582,0.7600292647238142,-17.952283537532917,1.7555588013887174e-17,1e-10
709,Synset('sable.n.04'),garm,nb,0,1,0,9,35,5,1,6,0.0,0.9475524475524476,0.5782831362029021,-13.560430256407471,1.7555588013887174e-17,38.0
710,Synset('lambrequin.n.01'),garm,nb,0,1,0,9,37,10,1,2,0.0,0.9475524475524476,0.6113278868430679,-18.0333226047568,1.7555588013887174e-17,1e-10
711,Synset('tudung.n.01'),garm,nb,0,1,0,9,92,6,1,1,0.0,0.9475524475524476,1.5200585294476283,-19.181945320956544,1.7555588013887174e-17,1e-10
712,Synset('muffler.n.02'),garm,nb,0,1,0,9,28,7,1,3,0.0,0.9475524475524476,0.4626265089623216,-14.894048286484916,5.266676404166152e-07,16.0
713,Synset('patka.n.01'),garm,nb,0,1,0,9,24,5,1,1,0.0,0.9475524475524476,0.3965370076819899,-19.23845750358073,1.7555588013887174e-17,1e-10
714,Synset('suit.n.01'),garm,b,9,1,0,8,115,4,2,10,0.0,0.8422688422688422,1.900073161809536,-11.007412664145496,4.002674067166276e-05,4727.0
715,Synset('polo_shirt.n.01'),garm,nb,0,1,0,9,63,10,2,1,0.0,0.9475524475524476,1.0409096451652238,-16.198505995296465,1.7555588013887174e-17,1e-10
716,Synset('coatee.n.01'),garm,nb,0,1,0,10,26,6,1,1,0.0,1.052836052836053,0.4295817583221558,-18.05445014088337,1.7555588013887174e-17,1.0
717,Synset('jacket.n.01'),garm,b,26,1,0,10,12,6,1,7,0.0,1.052836052836053,0.1982685038409949,-11.382854269857637,1.527336157208184e-05,2702.0
718,Synset('box_coat.n.01'),garm,nb,0,1,0,10,50,8,1,1,0.0,1.052836052836053,0.8261187660041458,-19.55132980330253,1.7555588013887174e-17,1e-10
719,Synset('bolero.n.02'),garm,nb,0,1,0,11,36,6,1,3,0.0,1.1581196581196582,0.594805511522985,-16.125459179482316,1.7555588013887174e-17,17.0
720,Synset('chlamys.n.02'),garm,nb,0,1,0,11,78,7,1,2,0.0,1.1581196581196582,1.2887452749664674,-17.014462731117227,1.7555588013887174e-17,1e-10
721,Synset('mackinaw.n.01'),garm,nb,0,1,0,10,56,8,2,4,0.0,1.052836052836053,0.9252530179246432,-17.675887332905678,1.7555588013887174e-17,1e-10
722,Synset('tabard.n.01'),garm,nb,0,1,0,11,109,6,1,1,0.0,1.1581196581196582,1.8009389098890378,-16.869518709773356,3.511117602777435e-07,13.0
723,Synset('donkey_jacket.n.01'),garm,nb,0,1,0,11,43,13,1,1,0.0,1.1581196581196582,0.7104621387635653,-19.0588532952774,1.7555588013887174e-17,1e-10
724,Synset('lumberjack.n.02'),garm,nb,0,1,0,11,25,10,2,2,0.0,1.1581196581196582,0.4130593830020729,-16.6505232320168,1.7555588013887174e-17,18.0
725,Synset('lavalava.n.01'),garm,nb,0,1,0,9,103,8,1,1,0.0,0.9475524475524476,1.7018046579685404,-19.26198798901396,1.7555588013887174e-17,1e-10
726,Synset('grass_skirt.n.01'),garm,nb,0,1,0,9,36,11,1,1,0.0,0.9475524475524476,0.594805511522985,-17.838351222075755,1.7555588013887174e-17,1e-10
727,Synset('hoopskirt.n.01'),garm,nb,0,1,1,9,28,9,2,3,3.613333333333333,0.9475524475524476,0.4626265089623216,-16.200044495829207,1.7555588013887174e-17,21.0
728,Synset('gathered_skirt.n.01'),garm,nb,1,1,0,9,55,14,1,1,0.0,0.9475524475524476,0.9087306426045604,-18.778139920359973,1.7555588013887174e-17,1e-10
729,Synset('pelisse.n.01'),garm,nb,0,1,0,11,51,7,1,1,0.0,1.1581196581196582,0.8426411413242287,-15.58478360732772,1.7555588013887174e-17,9.0
730,Synset('cape.n.02'),garm,b,4,1,0,10,45,4,2,10,0.0,1.052836052836053,0.7435068894037312,-12.515359086443109,2.9844499623608195e-06,652.0
731,Synset('gymslip.n.01'),garm,nb,0,1,0,11,68,7,1,1,0.0,1.1581196581196582,1.1235215217656382,-19.821603841325583,1.7555588013887174e-17,9.0
732,Synset('kerchief.n.01'),garm,nb,5,1,0,9,86,8,1,1,0.0,0.9475524475524476,1.420924277527131,-14.26116264313067,3.511117602777435e-07,24.0
733,Synset('puttee.n.01'),garm,nb,0,1,0,9,86,6,1,1,0.0,0.9475524475524476,1.420924277527131,-18.31752641450708,1.7555588013887174e-17,1.0
734,Synset('single-breasted_suit.n.01'),garm,nb,0,1,1,9,38,20,1,1,3.613333333333333,0.9475524475524476,0.6278502621631508,-19.5313120665445,1.7555588013887174e-17,1e-10
735,Synset('pinstripe.n.01'),garm,nb,0,1,0,9,48,9,1,3,0.0,0.9475524475524476,0.7930740153639799,-16.344217259713513,1.7555588013887174e-17,43.0
736,Synset('business_suit.n.01'),garm,nb,2,1,0,9,51,13,1,1,0.0,0.9475524475524476,0.8426411413242287,-15.24972470307294,1.7555588013887174e-17,1e-10
737,Synset('double-breasted_suit.n.01'),garm,nb,0,1,1,9,36,20,1,1,3.613333333333333,0.9475524475524476,0.594805511522985,-17.550876008676912,1.7555588013887174e-17,1e-10
738,Synset('turtleneck.n.01'),garm,nb,0,2,1,9,52,6,3,4,3.613333333333333,0.9475524475524476,0.8591635166443117,-13.78783506334785,5.003342583957845e-05,201.0
739,Synset('pullover.n.01'),garm,nb,1,1,0,9,52,8,2,1,0.0,0.9475524475524476,0.8591635166443117,-16.383927194512278,1.228891160972102e-06,131.0
740,Synset('jerkin.n.01'),garm,nb,0,1,0,11,92,6,1,1,0.0,1.1581196581196582,1.5200585294476283,-15.263787356327695,1.7555588013887174e-17,51.0
741,Synset('leotard.n.01'),garm,b,0,1,0,8,227,7,4,1,0.0,0.8422688422688422,3.750579197658822,-17.406329684984108,1.7555588013887174e-07,45.0
742,Synset('tank_top.n.01'),garm,nb,0,1,0,9,127,8,1,1,0.0,0.9475524475524476,2.0983416656505303,-15.213841013716092,1.7555588013887174e-17,1e-10
743,Synset('surcoat.n.02'),garm,nb,0,1,0,11,34,7,1,2,0.0,1.1581196581196582,0.5617607608828191,-15.96263005144343,1.7555588013887174e-17,10.0
744,Synset('string_tie.n.01'),garm,nb,0,1,0,10,43,10,1,1,0.0,1.052836052836053,0.7104621387635653,-17.443875213614675,1.7555588013887174e-17,1e-10
745,Synset('miniskirt.n.01'),garm,nb,0,1,0,9,18,4,2,2,0.0,0.9475524475524476,0.2974027557614925,-13.16751844547592,7.900014606249228e-06,527.0
746,Synset('bulletproof_vest.n.01'),garm,nb,0,2,0,9,50,16,1,1,0.0,0.9475524475524476,0.8261187660041458,-16.842270002323133,1.7555588013887174e-17,1e-10
747,Synset('izar.n.01'),garm,nb,0,1,0,9,147,4,1,1,0.0,0.9475524475524476,2.4287891720521886,-19.50315010201372,1.7555588013887174e-17,1e-10
748,Synset('duffel_coat.n.01'),garm,nb,0,1,0,10,71,11,2,1,0.0,1.052836052836053,1.173088647725887,-18.356489464240063,1.7555588013887174e-17,1e-10
749,Synset('raincoat.n.01'),garm,nb,4,1,0,10,22,8,2,4,0.0,1.052836052836053,0.3634922570418241,-14.06642217999536,7.022235205554869e-07,579.0
750,Synset('macintosh.n.02'),garm,nb,1,1,1,11,47,3,4,2,3.613333333333333,1.1581196581196582,0.7765516400438971,-15.696824373493088,2.2822264418053323e-06,172.0
751,Synset('windsor_tie.n.01'),garm,nb,0,1,0,10,34,11,1,1,0.0,1.052836052836053,0.5617607608828191,-19.45052508816284,1.7555588013887174e-17,1e-10
752,Synset('stole.n.01'),garm,nb,0,1,0,9,48,5,1,4,0.0,0.9475524475524476,0.7930740153639799,-11.742489358323116,5.266676404166152e-06,880.0
753,Synset('dolman.n.02'),garm,nb,0,1,1,10,35,6,1,2,3.613333333333333,1.052836052836053,0.5782831362029021,-17.051622636135292,1.7555588013887174e-17,2.0
754,Synset('corset.n.01'),garm,b,1,1,0,10,42,5,3,17,0.0,1.052836052836053,0.6939397634434825,-12.776735019559688,1.6502252733053942e-05,1084.0
755,Synset('hug-me-tight.n.01'),garm,nb,0,1,0,11,23,12,1,1,0.0,1.1581196581196582,0.3800146323619071,-20.7564863585844,1.7555588013887174e-17,1e-10
756,Synset('roll-on.n.02'),garm,nb,0,1,0,10,50,7,1,2,0.0,1.052836052836053,0.8261187660041458,-17.52738693968479,1.7555588013887174e-17,31.0
757,Synset('sack.n.05'),garm,nb,0,1,0,11,37,4,2,13,0.0,1.1581196581196582,0.6113278868430679,-12.86215583391968,9.480017527499072e-06,978.0
758,Synset('tippet.n.01'),garm,nb,0,1,0,11,99,6,1,1,0.0,1.1581196581196582,1.6357151566882089,-15.544070048689834,1.7555588013887174e-17,1e-10
759,Synset('babushka.n.01'),garm,nb,0,1,0,11,97,8,1,1,0.0,1.1581196581196582,1.6026704060480428,-17.160470582444404,1.7555588013887174e-17,4.0
760,Synset('dressing_sack.n.01'),garm,nb,0,1,0,11,43,13,2,1,0.0,1.1581196581196582,0.7104621387635653,-19.84916421914404,1.7555588013887174e-17,1e-10
761,Synset('maillot.n.01'),garm,nb,0,1,0,9,32,7,2,2,0.0,0.9475524475524476,0.5287160102426534,-18.77733543101751,1.7555588013887174e-17,5.0
762,Synset('topper.n.05'),garm,nb,0,1,0,10,20,6,1,6,0.0,1.052836052836053,0.3304475064016583,-16.105494314463243,3.511117602777435e-07,21.0
763,Synset('mantilla.n.01'),garm,nb,0,1,0,9,28,8,1,2,0.0,0.9475524475524476,0.4626265089623216,-15.43931682851005,1.7555588013887174e-17,6.0
764,Synset('chemise.n.01'),garm,nb,0,1,1,9,33,4,5,26,3.613333333333333,0.9475524475524476,0.5452383855627362,-11.494437780002338,0.0002498160174376,6384.0
765,Synset('panty_girdle.n.01'),garm,nb,0,1,0,11,57,12,1,1,0.0,1.1581196581196582,0.9417753932447264,-20.07742291507208,1.7555588013887174e-17,1e-10
766,Synset('foundation_garment.n.01'),garm,nb,3,1,0,9,69,10,2,7,0.0,0.9475524475524476,1.1400438970857212,-11.011412858471882,3.511117602777435e-07,2115.0
767,Synset('chiton.n.01'),garm,nb,0,1,0,11,54,6,1,2,0.0,1.1581196581196582,0.8922082672844774,-15.91668938281233,1.7555588013887174e-17,8.0
768,Synset('garment.n.01'),garm,nb,271,1,18,7,22,7,1,2,65.03999999999999,0.736985236985237,0.3634922570418241,-11.999943963298788,1.7555588013887174e-17,647.0
769,Synset('neckcloth.n.01'),garm,nb,0,1,0,10,26,5,2,27,0.0,1.052836052836053,0.4295817583221558,-10.330053793459015,1.0533352808332303e-06,6816.0
770,Synset('haik.n.01'),garm,nb,0,1,0,8,101,4,2,1,0.0,0.8422688422688422,1.6687599073283743,-18.197687916188105,1.7555588013887174e-17,1e-10
771,Synset('coat.n.01'),garm,b,53,1,4,9,87,4,1,6,14.453333333333331,0.9475524475524476,1.4374466528472136,-10.505706719105753,0.0001025246340011,3223.0
772,Synset('overskirt.n.01'),garm,nb,0,1,0,9,38,9,1,1,0.0,0.9475524475524476,0.6278502621631508,-17.40680672499704,1.7555588013887174e-17,3.0
773,Synset('hair_shirt.n.01'),garm,nb,0,1,0,9,85,10,1,1,0.0,0.9475524475524476,1.404401902207048,-16.752571325511948,1.7555588013887174e-17,1e-10
774,Synset('brassiere.n.01'),garm,b,1,2,1,8,54,3,3,1,3.613333333333333,0.8422688422688422,0.8922082672844774,-14.400730858440772,1.7555588013887174e-07,311.0
775,Synset('robe.n.01'),garm,b,4,1,0,8,25,4,1,4,0.0,0.8422688422688422,0.4130593830020729,-11.852923671185623,1.931114681527589e-06,390.0
776,Synset('tunic.n.02'),garm,b,6,1,0,10,71,5,1,2,0.0,1.052836052836053,1.173088647725887,-13.133300989503644,3.511117602777435e-07,263.0
777,Synset('neckwear.n.01'),garm,nb,12,1,0,8,40,8,1,1,0.0,0.8422688422688422,0.6608950128033166,-17.24233436131965,1.7555588013887174e-17,2.0
778,Synset('white_tie.n.01'),garm,nb,0,1,0,11,52,9,1,2,0.0,1.1581196581196582,0.8591635166443117,-15.86548522382387,1.7555588013887174e-17,1e-10
779,Synset('buckskins.n.01'),garm,nb,0,1,0,10,25,9,1,3,0.0,1.052836052836053,0.4130593830020729,-16.222011016243123,1.7555588013887174e-17,3.0
780,Synset('slack_suit.n.01'),garm,nb,1,1,0,9,53,10,1,1,0.0,0.9475524475524476,0.8756858919643945,-19.934322032631297,1.7555588013887174e-17,1e-10
781,Synset('shawl.n.01'),garm,b,2,1,0,10,81,5,1,1,0.0,1.052836052836053,1.3383124009267162,-12.72037414164633,1.4044470411109735e-06,215.0
782,Synset('pallium.n.04'),garm,nb,0,1,0,10,43,7,1,4,0.0,1.052836052836053,0.7104621387635653,-15.906668369031346,1.7555588013887174e-17,44.0
783,Synset('wrap.n.01'),garm,nb,0,1,0,10,47,4,2,7,0.0,1.052836052836053,0.7765516400438971,-12.622423501704793,2.598227026055301e-05,623.0
784,Synset('cords.n.01'),garm,nb,0,1,0,9,38,5,2,7,0.0,0.9475524475524476,0.6278502621631508,-13.24084908918793,5.266676404166152e-07,279.0
785,Synset('jodhpurs.n.01'),garm,nb,0,1,1,9,60,8,3,2,3.613333333333333,0.9475524475524476,0.991342519204975,-17.259657977372477,1.7555588013887174e-17,38.0
786,Synset('mink.n.02'),garm,nb,0,1,0,11,49,4,2,3,0.0,1.1581196581196582,0.8095963906840629,-15.001786259576305,5.266676404166152e-07,236.0
787,Synset('diaper.n.01'),garm,b,0,1,0,8,124,5,3,2,0.0,0.8422688422688422,2.0487745396902817,-13.71899859437044,2.896672022291384e-05,360.0
788,Synset('scapular.n.02'),garm,nb,0,1,1,8,134,8,2,3,3.613333333333333,0.8422688422688422,2.2139982928911106,-15.285984714826387,1.7555588013887174e-17,3.0
789,Synset('stomacher.n.01'),garm,nb,0,1,0,8,108,9,1,1,0.0,0.8422688422688422,1.7844165345689549,-16.35521707521255,1.7555588013887174e-17,3.0
790,Synset('ironing.n.01'),garm,nb,1,2,0,8,65,7,1,3,0.0,0.8422688422688422,1.0739543958053896,-13.976611156250035,1.5624473332359583e-05,297.0
791,Synset('laundry.n.01'),garm,nb,0,2,0,8,57,4,4,21,0.0,0.8422688422688422,0.9417753932447264,-11.816462706936932,0.0002893160904688,5060.0
792,Synset('mending.n.01'),garm,nb,0,1,0,8,30,7,1,4,0.0,0.8422688422688422,0.4956712596024875,-13.436620241983208,1.228891160972102e-05,168.0
793,Synset('work-shirt.n.01'),garm,nb,0,2,0,9,50,10,1,1,0.0,0.9475524475524476,0.8261187660041458,-20.39696795618692,1.7555588013887174e-17,1e-10
794,Synset('britches.n.01'),garm,nb,0,1,0,10,26,8,1,1,0.0,1.052836052836053,0.4295817583221558,-15.68777151926831,1.7555588013887174e-17,12.0
795,Synset('flatwork.n.01'),garm,nb,0,1,0,9,37,8,2,1,0.0,0.9475524475524476,0.6113278868430679,-19.34829767289863,1.7555588013887174e-17,2.0
796,Synset('gaiter.n.03'),garm,nb,0,1,0,9,88,6,1,3,0.0,0.9475524475524476,1.4539690281672966,-17.09839134600249,1.7555588013887174e-17,7.0
797,Synset('cagoule.n.01'),garm,nb,0,1,0,12,29,7,1,1,0.0,1.2634032634032637,0.4791488842824045,-18.649379739384464,3.511117602777435e-07,17.0
798,Synset('blazer.n.01'),garm,nb,0,1,0,11,83,6,5,1,0.0,1.1581196581196582,1.371357151566882,-15.891426727254226,1.7555588013887174e-17,129.0
799,Synset('ulster.n.02'),garm,nb,0,1,0,11,51,6,1,2,0.0,1.1581196581196582,0.8426411413242287,-15.734577620285682,1.7555588013887174e-17,3.0
800,Synset('norfolk_jacket.n.01'),garm,nb,0,1,0,11,36,14,1,1,0.0,1.1581196581196582,0.594805511522985,-17.115592116931488,1.7555588013887174e-17,1e-10
801,Synset('hose.n.02'),garm,nb,0,1,0,8,126,4,1,4,0.0,0.8422688422688422,2.0818192903304475,-12.624168488848031,1.0357796928193432e-05,296.0
802,Synset('sack_coat.n.01'),garm,nb,0,1,0,10,63,9,1,1,0.0,1.052836052836053,1.0409096451652238,-17.800813248443234,1.7555588013887174e-17,1e-10
803,Synset('plus_fours.n.01'),garm,nb,0,1,0,10,88,10,1,1,0.0,1.052836052836053,1.4539690281672966,-18.35191282022355,1.7555588013887174e-17,1e-10
804,Synset('skivvies.n.01'),garm,nb,0,1,0,10,55,8,1,2,0.0,1.052836052836053,0.9087306426045604,-19.63236184479487,1.7555588013887174e-17,1e-10
805,Synset('old_school_tie.n.01'),garm,nb,0,1,0,10,49,14,1,1,0.0,1.052836052836053,0.8095963906840629,-18.31752641450708,1.7555588013887174e-17,1e-10
806,Synset('cravat.n.01'),garm,b,2,1,0,9,74,6,1,1,0.0,0.9475524475524476,1.222655773686136,-14.144707324376595,1.7555588013887174e-17,44.0
807,Synset('jump_suit.n.01'),garm,b,0,1,0,8,57,8,2,2,0.0,0.8422688422688422,0.9417753932447264,-16.06350151364219,1.7555588013887174e-17,20.0
808,Synset('hand-me-down.n.01'),garm,nb,0,1,0,8,55,12,1,2,0.0,0.8422688422688422,0.9087306426045604,-16.311761118915214,1.7555588013887174e-17,15.0
